ticker,company_name,statement,fiscal_year_end,FreeCashFlow,RepurchaseOfCapitalStock,RepaymentOfDebt,IssuanceOfDebt,IssuanceOfCapitalStock,CapitalExpenditure,EndCashPosition,OtherCashAdjustmentOutsideChangeinCash,BeginningCashPosition,EffectOfExchangeRateChanges,ChangesInCash,FinancingCashFlow,NetOtherFinancingCharges,InterestPaidCFF,CashDividendsPaid,CommonStockDividendPaid,NetCommonStockIssuance,CommonStockPayments,CommonStockIssuance,NetIssuancePaymentsOfDebt,NetShortTermDebtIssuance,NetLongTermDebtIssuance,LongTermDebtPayments,LongTermDebtIssuance,InvestingCashFlow,NetOtherInvestingChanges,DividendsReceivedCFI,NetBusinessPurchaseAndSale,SaleOfBusiness,PurchaseOfBusiness,NetPPEPurchaseAndSale,SaleOfPPE,PurchaseOfPPE,OperatingCashFlow,TaxesRefundPaid,InterestPaidCFO,DividendReceivedCFO,ChangeInWorkingCapital,ChangeInOtherCurrentAssets,OtherNonCashItems,StockBasedCompensation,ProvisionandWriteOffofAssets,DepreciationAndAmortization,Depreciation,GainLossOnInvestmentSecurities,NetIncomeFromContinuingOperations,ChangeInPayable,ChangeInInventory,ChangeInReceivables,DeferredTax,AmortizationCashFlow,NetInvestmentPurchaseAndSale,SaleOfInvestment,PurchaseOfInvestment,NetIntangiblesPurchaseAndSale,SaleOfIntangibles,PurchaseOfIntangibles,InterestReceivedCFO,PensionAndEmployeeBenefitExpense,CapitalExpenditureReported,CashFlowFromContinuingFinancingActivities,ProceedsFromStockOptionExercised,ShortTermDebtPayments,ShortTermDebtIssuance,CashFlowFromContinuingInvestingActivities,CashFlowFromContinuingOperatingActivities,ChangeInOtherWorkingCapital,ChangeInPayablesAndAccruedExpense,ChangeInAccountPayable,ChangesInAccountReceivables,AssetImpairmentCharge,DeferredIncomeTax,DepreciationAmortizationDepletion,AmortizationOfIntangibles,OperatingGainsLosses,EarningsLossesFromEquityInvestments,NetForeignCurrencyExchangeGainLoss,GainLossOnSaleOfBusiness,OtherCashAdjustmentInsideChangeinCash,NetInvestmentPropertiesPurchaseAndSale,SaleOfInvestmentProperties,PurchaseOfInvestmentProperties,ChangeInOtherCurrentLiabilities,ChangeInPrepaidAssets,GainLossOnSaleOfPPE,ChangeInAccruedExpense,InterestReceivedCFI,AmortizationOfSecurities,InterestPaidSupplementalData,IncomeTaxPaidSupplementalData,CashFromDiscontinuedFinancingActivities,CashFromDiscontinuedInvestingActivities,CashFromDiscontinuedOperatingActivities,DividendPaidCFO
STMPA.PA,STMicroelectronics,cash_flow,2024-12-31,-216000000.0,-359000000.0,-203000000.0,300000000.0,,,2282000000.0,,3222000000.0,-8000000.0,-932000000.0,-155000000.0,395000000.0,,-288000000.0,-288000000.0,-359000000.0,-359000000.0,,97000000.0,,97000000.0,-203000000.0,300000000.0,-3742000000.0,441000000.0,,,,,-3083000000.0,5000000.0,-3088000000.0,2965000000.0,,,,-495000000.0,,-212000000.0,222000000.0,,1760000000.0,,1000000.0,1565000000.0,-35000000.0,-167000000.0,-32000000.0,124000000.0,102000000.0,-1007000000.0,2251000000.0,-3258000000.0,-93000000.0,,-93000000.0,,,,-155000000.0,,,,-3742000000.0,2965000000.0,-261000000.0,-35000000.0,-35000000.0,-32000000.0,0.0,124000000.0,1760000000.0,102000000.0,1000000.0,,,,,,,,,,,,,,67000000.0,197000000.0,,,,
STMPA.PA,STMicroelectronics,cash_flow,2023-12-31,1456000000.0,-346000000.0,-169000000.0,329000000.0,,,3222000000.0,,3258000000.0,5000000.0,-41000000.0,-267000000.0,142000000.0,,-223000000.0,-223000000.0,-346000000.0,-346000000.0,,160000000.0,,160000000.0,-169000000.0,329000000.0,-5766000000.0,320000000.0,,,,,-4431000000.0,8000000.0,-4439000000.0,5992000000.0,,0.0,,78000000.0,,-124000000.0,236000000.0,,1561000000.0,,,4222000000.0,-238000000.0,-72000000.0,229000000.0,19000000.0,97000000.0,-1558000000.0,750000000.0,-2308000000.0,-97000000.0,,-97000000.0,,,,-267000000.0,,,,-5766000000.0,5992000000.0,159000000.0,-238000000.0,-238000000.0,229000000.0,0.0,19000000.0,1561000000.0,97000000.0,,,,,,,,,,,,,,,31000000.0,489000000.0,,,,
STMPA.PA,STMicroelectronics,cash_flow,2022-12-31,1566000000.0,-346000000.0,-134000000.0,200000000.0,,-3636000000.0,3258000000.0,,3225000000.0,-11000000.0,44000000.0,-567000000.0,-75000000.0,,-212000000.0,-212000000.0,-346000000.0,-346000000.0,,66000000.0,,66000000.0,-134000000.0,200000000.0,-4591000000.0,21000000.0,,0.0,0.0,0.0,-3545000000.0,4000000.0,-3549000000.0,5202000000.0,,0.0,,-130000000.0,,-68000000.0,215000000.0,,1216000000.0,,,3966000000.0,240000000.0,-650000000.0,-231000000.0,3000000.0,103000000.0,-980000000.0,0.0,-980000000.0,-87000000.0,,-87000000.0,,,,-567000000.0,,,,-4591000000.0,5202000000.0,511000000.0,240000000.0,240000000.0,-231000000.0,0.0,3000000.0,1216000000.0,103000000.0,,0.0,,,,,,,,,,,,,2000000.0,416000000.0,,,,
STMPA.PA,STMicroelectronics,cash_flow,2021-12-31,,,,,,-1937000000.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,-40000000.0,,,,,,,,,43000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43000000.0,0.0,,,,,,,,,,,,,,,,,,
TEP.PA,Teleperformance,cash_flow,2025-12-31,1361000000.0,-114000000.0,,,,-253000000.0,989000000.0,,1049000000.0,-106000000.0,46000000.0,-831000000.0,29000000.0,-183000000.0,-248000000.0,,-114000000.0,-114000000.0,,,,,,,-737000000.0,,,-465000000.0,,-465000000.0,,,,1614000000.0,-380000000.0,,,52000000.0,-66000000.0,267000000.0,75000000.0,-13000000.0,739000000.0,739000000.0,-5000000.0,497000000.0,87000000.0,,31000000.0,289000000.0,,-26000000.0,,-26000000.0,-246000000.0,7000000.0,-253000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEP.PA,Teleperformance,cash_flow,2024-12-31,1594000000.0,-184000000.0,,,,-219000000.0,1049000000.0,,867000000.0,-7000000.0,189000000.0,-1403000000.0,-473000000.0,-204000000.0,-231000000.0,,-184000000.0,-184000000.0,,,,,,,-221000000.0,,,-7000000.0,,-7000000.0,,,,1813000000.0,-366000000.0,,,103000000.0,140000000.0,260000000.0,91000000.0,45000000.0,779000000.0,779000000.0,3000000.0,523000000.0,23000000.0,,-60000000.0,346000000.0,,,,,-214000000.0,5000000.0,-219000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEP.PA,Teleperformance,cash_flow,2023-12-31,1142000000.0,-366000000.0,,,581000000.0,-233000000.0,867000000.0,,813000000.0,-53000000.0,107000000.0,1319000000.0,1680000000.0,-88000000.0,-227000000.0,,215000000.0,-366000000.0,581000000.0,,,,,,-2587000000.0,,,-2373000000.0,,-2373000000.0,,,,1375000000.0,-349000000.0,,,24000000.0,43000000.0,151000000.0,105000000.0,-22000000.0,639000000.0,639000000.0,3000000.0,592000000.0,-39000000.0,,20000000.0,228000000.0,,,,,-212000000.0,21000000.0,-233000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEP.PA,Teleperformance,cash_flow,2022-12-31,996000000.0,-146000000.0,-1709000000.0,1627000000.0,0.0,-298000000.0,813000000.0,,835000000.0,1000000.0,-23000000.0,-715000000.0,-82000000.0,-49000000.0,-194000000.0,,-146000000.0,-146000000.0,0.0,-82000000.0,,-82000000.0,-1709000000.0,,-602000000.0,,,-304000000.0,,-304000000.0,,,,1294000000.0,-291000000.0,,,-172000000.0,-14000000.0,97000000.0,110000000.0,11000000.0,631000000.0,631000000.0,1000000.0,643000000.0,-54000000.0,,-104000000.0,256000000.0,,,,,-297000000.0,1000000.0,-298000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEP.PA,Teleperformance,cash_flow,2021-12-31,,,-921000000.0,1134000000.0,,,,,,,,,,,,,,,,-921000000.0,,213000000.0,-921000000.0,1134000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000000.0,,,,,,,,,
HO.PA,Thales,cash_flow,2025-12-31,2565100000.0,-45200000.0,-1879100000.0,51100000.0,,-756700000.0,4446500000.0,,4767100000.0,-76500000.0,-244100000.0,-2656100000.0,,,-780700000.0,,-45200000.0,-45200000.0,,-1828000000.0,,-1828000000.0,-1879100000.0,51100000.0,-909800000.0,,,-86100000.0,0.0,-86100000.0,-746300000.0,10400000.0,-756700000.0,3321800000.0,-413000000.0,-225800000.0,128200000.0,723500000.0,1486900000.0,164300000.0,,15900000.0,1087300000.0,658500000.0,3200000.0,1640300000.0,269200000.0,-148400000.0,-700200000.0,396500000.0,428800000.0,-142100000.0,,,,,,106000000.0,129100000.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,-8800000.0,0.0,,,,,,,,,
HO.PA,Thales,cash_flow,2024-12-31,2014700000.0,-275400000.0,-1155100000.0,158200000.0,,-623100000.0,4767100000.0,,4207300000.0,-12900000.0,572700000.0,-2002300000.0,-7300000.0,,-708400000.0,,-275400000.0,-275400000.0,,-996900000.0,,-996900000.0,-1155100000.0,158200000.0,-62800000.0,-34900000.0,,351100000.0,2018200000.0,-1667100000.0,-616800000.0,6300000.0,-623100000.0,2637800000.0,-185300000.0,-267300000.0,124600000.0,26100000.0,1711100000.0,414100000.0,,18400000.0,1155400000.0,627400000.0,800000.0,932300000.0,360000000.0,-602400000.0,-1231800000.0,247300000.0,528000000.0,101500000.0,,,,,,127700000.0,221400000.0,,,,,,,,,,,,,,,,,,,,-227400000.0,,,,0.0,-170200000.0,-1700000.0,,,,,,,,,
HO.PA,Thales,cash_flow,2023-12-31,885800000.0,-491000000.0,-908700000.0,3654700000.0,,-625600000.0,4207300000.0,300000.0,5296400000.0,-56300000.0,-1033100000.0,1572000000.0,19100000.0,,-633700000.0,,-491000000.0,-491000000.0,,2746000000.0,,2746000000.0,-908700000.0,3654700000.0,-4147200000.0,-86000000.0,,-3426300000.0,174900000.0,-3601200000.0,-621500000.0,4100000.0,-625600000.0,1511400000.0,-195400000.0,-147500000.0,123700000.0,172700000.0,1237600000.0,23400000.0,,-15600000.0,1045100000.0,611700000.0,-85500000.0,928600000.0,713700000.0,-670100000.0,-967000000.0,252200000.0,433400000.0,-80900000.0,,,,,,158800000.0,573500000.0,,,,,,,,,,,,,,,,,,,,30700000.0,,,,,-148600000.0,6300000.0,,,,,,,,,
HO.PA,Thales,cash_flow,2022-12-31,2490800000.0,-350700000.0,-786900000.0,90700000.0,,-534600000.0,5296400000.0,,5216400000.0,2700000.0,77300000.0,-1652000000.0,,,-563400000.0,,-350700000.0,-350700000.0,,-696200000.0,,-696200000.0,-786900000.0,90700000.0,-1131500000.0,,,-388900000.0,28900000.0,-417800000.0,-525400000.0,9200000.0,-534600000.0,3025400000.0,-156300000.0,-69000000.0,,966400000.0,1200300000.0,46700000.0,,-52100000.0,1058800000.0,619300000.0,74500000.0,1121900000.0,663700000.0,-346700000.0,-412400000.0,225100000.0,439500000.0,-213300000.0,,,,,,26600000.0,193100000.0,,,,,,,,,,,,,,,,,,,,-164600000.0,,,,0.0,-222200000.0,1500000.0,,,,,,,,,
HO.PA,Thales,cash_flow,2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126500000.0,,,,0.0,,,,,,,,,,,
TTE.PA,TotalEnergies,cash_flow,2025-12-31,10390000000.0,-7714000000.0,-1624000000.0,8163000000.0,492000000.0,-16953000000.0,26202000000.0,,25844000000.0,1080000000.0,-722000000.0,-9934000000.0,3023000000.0,,-8121000000.0,-8121000000.0,-7222000000.0,-7714000000.0,492000000.0,2386000000.0,-4153000000.0,6539000000.0,-1624000000.0,8163000000.0,-18131000000.0,-788000000.0,,-2432000000.0,855000000.0,-3287000000.0,,,,27343000000.0,,,,1284000000.0,3266000000.0,422000000.0,,617000000.0,13847000000.0,13847000000.0,,13357000000.0,-6236000000.0,2848000000.0,1406000000.0,307000000.0,,329000000.0,329000000.0,,-15240000000.0,1713000000.0,,,,,-9934000000.0,,,,-18131000000.0,27343000000.0,,-6236000000.0,-3198000000.0,1406000000.0,,307000000.0,13847000000.0,,-2491000000.0,-923000000.0,,,,,,,,,,,,,3051000000.0,9622000000.0,,,,
TTE.PA,TotalEnergies,cash_flow,2024-12-31,15945000000.0,-7995000000.0,-802000000.0,7563000000.0,521000000.0,-14909000000.0,25844000000.0,,27263000000.0,-516000000.0,-903000000.0,-14425000000.0,-853000000.0,,-7717000000.0,-7717000000.0,-7474000000.0,-7995000000.0,521000000.0,1619000000.0,-5142000000.0,6761000000.0,-802000000.0,7563000000.0,-17332000000.0,-1098000000.0,,-2399000000.0,2167000000.0,-4566000000.0,,,,30854000000.0,,,,2364000000.0,-3556000000.0,535000000.0,,-373000000.0,13107000000.0,13107000000.0,,16031000000.0,2239000000.0,-203000000.0,3884000000.0,563000000.0,,347000000.0,347000000.0,,-14182000000.0,727000000.0,,,,,-14425000000.0,,,,-17332000000.0,30854000000.0,,2239000000.0,-889000000.0,3884000000.0,,563000000.0,13107000000.0,,-1373000000.0,124000000.0,,,,,,,,,,,,,2934000000.0,10561000000.0,,,,
TTE.PA,TotalEnergies,cash_flow,2023-12-31,22957000000.0,-9167000000.0,-1454000000.0,189000000.0,383000000.0,-17722000000.0,27263000000.0,,33026000000.0,-258000000.0,-5505000000.0,-29730000000.0,2125000000.0,,-7517000000.0,-7517000000.0,-8784000000.0,-9167000000.0,383000000.0,-15554000000.0,-14289000000.0,-1265000000.0,-1454000000.0,189000000.0,-16454000000.0,-1323000000.0,,-1688000000.0,3561000000.0,-5249000000.0,,,,40679000000.0,,,,6091000000.0,14860000000.0,1250000000.0,,257000000.0,13818000000.0,13818000000.0,,21510000000.0,-12234000000.0,3159000000.0,306000000.0,556000000.0,,490000000.0,490000000.0,,-13933000000.0,3789000000.0,,,,,-29730000000.0,,,,-16454000000.0,40679000000.0,,-12234000000.0,572000000.0,306000000.0,,556000000.0,13818000000.0,,-2803000000.0,649000000.0,,,,,,,,,,,,,2883000000.0,12688000000.0,,,,
TTE.PA,TotalEnergies,cash_flow,2022-12-31,31677000000.0,-7711000000.0,-379000000.0,1148000000.0,370000000.0,-15690000000.0,33026000000.0,,21342000000.0,-1295000000.0,12979000000.0,-19272000000.0,3359000000.0,,-9986000000.0,-9986000000.0,-7341000000.0,-7711000000.0,370000000.0,-5304000000.0,-6073000000.0,769000000.0,-379000000.0,1148000000.0,-15116000000.0,1758000000.0,,-2301000000.0,835000000.0,-3136000000.0,,,,47367000000.0,,,,1191000000.0,-3523000000.0,432000000.0,,2177000000.0,13680000000.0,13680000000.0,,21044000000.0,11791000000.0,-3805000000.0,-3272000000.0,2417000000.0,,577000000.0,577000000.0,,-15150000000.0,540000000.0,,,,,-19272000000.0,,,,-15116000000.0,47367000000.0,,11791000000.0,5313000000.0,-3272000000.0,,2417000000.0,13680000000.0,,6426000000.0,6057000000.0,,,,,,,,,,,,,2292000000.0,14486000000.0,,,,
TTE.PA,TotalEnergies,cash_flow,2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,962000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIE.PA,Veolia,cash_flow,2025-12-31,5153000000.0,-402000000.0,-186000000.0,3258000000.0,325000000.0,,7806000000.0,1000000.0,9404000000.0,-98000000.0,-1501000000.0,-3358000000.0,-1583000000.0,-764000000.0,-1280000000.0,,-77000000.0,-402000000.0,325000000.0,902000000.0,-2170000000.0,3072000000.0,-186000000.0,3258000000.0,-3296000000.0,,105000000.0,,,,199000000.0,199000000.0,,5153000000.0,-596000000.0,,,-398000000.0,-398000000.0,936000000.0,,-104000000.0,3076000000.0,2006000000.0,-48000000.0,1737000000.0,,,,587000000.0,1070000000.0,-3587000000.0,327000000.0,-3914000000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
VIE.PA,Veolia,cash_flow,2024-12-31,5038000000.0,-8000000.0,-840000000.0,1462000000.0,341000000.0,,9404000000.0,1000000.0,8317000000.0,20000000.0,1066000000.0,-1857000000.0,-238000000.0,-737000000.0,-1218000000.0,,333000000.0,-8000000.0,341000000.0,617000000.0,-5000000.0,622000000.0,-840000000.0,1462000000.0,-2115000000.0,-2000000.0,123000000.0,,,,212000000.0,212000000.0,,5038000000.0,-579000000.0,,,-195000000.0,-195000000.0,868000000.0,,-130000000.0,2996000000.0,2996000000.0,-103000000.0,1547000000.0,,,,566000000.0,,-2496000000.0,1176000000.0,-3672000000.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
VIE.PA,Veolia,cash_flow,2023-12-31,5005000000.0,0.0,-569000000.0,1168000000.0,269000000.0,,8317000000.0,4000000.0,8799000000.0,-228000000.0,-254000000.0,-3139000000.0,-486000000.0,-681000000.0,-1261000000.0,,269000000.0,0.0,269000000.0,-349000000.0,-948000000.0,599000000.0,-569000000.0,1168000000.0,-2124000000.0,-4000000.0,161000000.0,,,,318000000.0,318000000.0,,5005000000.0,-637000000.0,,,82000000.0,82000000.0,950000000.0,,-143000000.0,3049000000.0,1980000000.0,-158000000.0,1358000000.0,,,,511000000.0,,-2726000000.0,891000000.0,-3617000000.0,,,,,,,,,,,,,,,,,,,,,,,,,4000000.0,,,,,,,,,,,,,,,
VIE.PA,Veolia,cash_flow,2022-12-31,4148000000.0,-5000000.0,-2150000000.0,879000000.0,227000000.0,,8799000000.0,-26000000.0,10277000000.0,46000000.0,-1498000000.0,-10170000000.0,-2540000000.0,-770000000.0,-990000000.0,,222000000.0,-5000000.0,227000000.0,-5409000000.0,-4138000000.0,-1271000000.0,-2150000000.0,879000000.0,4524000000.0,94000000.0,129000000.0,,,,598000000.0,598000000.0,,4148000000.0,-557000000.0,,,-143000000.0,-143000000.0,915000000.0,,,3194000000.0,3194000000.0,-673000000.0,1076000000.0,,,,420000000.0,,3215000000.0,10190000000.0,-6975000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIE.PA,Veolia,cash_flow,2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,-1728800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG.PA,Vinci,cash_flow,2025-12-31,8013000000.0,-2002000000.0,-4315000000.0,5651000000.0,771000000.0,-3873000000.0,16660000000.0,-141000000.0,14297000000.0,,2504000000.0,-4270000000.0,-34000000.0,,-2665000000.0,,-1231000000.0,-2002000000.0,771000000.0,1336000000.0,,1336000000.0,-4315000000.0,5651000000.0,-5112000000.0,-617000000.0,,-801000000.0,648000000.0,-1449000000.0,-3694000000.0,179000000.0,-3873000000.0,11886000000.0,-3005000000.0,-1318000000.0,282000000.0,2496000000.0,-64000000.0,1499000000.0,318000000.0,129000000.0,4207000000.0,2354000000.0,-241000000.0,5275000000.0,300000000.0,134000000.0,151000000.0,2661000000.0,1853000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-142000000.0,,,,1300000000.0,,,,,,,,,,,
DG.PA,Vinci,cash_flow,2024-12-31,7662000000.0,-1912000000.0,-1993000000.0,4117000000.0,668000000.0,-4052000000.0,14297000000.0,-40000000.0,14701000000.0,,-364000000.0,-3027000000.0,310000000.0,,-2570000000.0,,-1244000000.0,-1912000000.0,668000000.0,2124000000.0,,2124000000.0,-1993000000.0,4117000000.0,-9051000000.0,-572000000.0,,-4597000000.0,409000000.0,-5006000000.0,-3882000000.0,170000000.0,-4052000000.0,11714000000.0,-2220000000.0,-1177000000.0,117000000.0,2311000000.0,-667000000.0,1395000000.0,230000000.0,55000000.0,3998000000.0,2146000000.0,-103000000.0,5274000000.0,857000000.0,165000000.0,-277000000.0,2102000000.0,1852000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40000000.0,,,,1754000000.0,,,,,,,,,,,
DG.PA,Vinci,cash_flow,2023-12-31,7208000000.0,-397000000.0,-2179000000.0,3004000000.0,709000000.0,-3332000000.0,14701000000.0,76000000.0,11495000000.0,,3130000000.0,-3433000000.0,-1411000000.0,,-2293000000.0,,312000000.0,-397000000.0,709000000.0,825000000.0,,825000000.0,-2179000000.0,3004000000.0,-3977000000.0,-396000000.0,,-397000000.0,251000000.0,-648000000.0,-3184000000.0,148000000.0,-3332000000.0,10540000000.0,-2288000000.0,-802000000.0,110000000.0,1463000000.0,-468000000.0,1175000000.0,131000000.0,134000000.0,3800000000.0,1987000000.0,-153000000.0,5102000000.0,159000000.0,-59000000.0,-311000000.0,1917000000.0,1813000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,76000000.0,,,,1662000000.0,,,,,,,,,,,
DG.PA,Vinci,cash_flow,2022-12-31,5886000000.0,-1100000000.0,-3653000000.0,2786000000.0,491000000.0,-3501000000.0,11495000000.0,74000000.0,10188000000.0,,1233000000.0,-2836000000.0,1193000000.0,,-1830000000.0,,-609000000.0,-1100000000.0,491000000.0,-867000000.0,,-867000000.0,-3653000000.0,2786000000.0,-5318000000.0,-14000000.0,,-1968000000.0,163000000.0,-2131000000.0,-3336000000.0,165000000.0,-3501000000.0,9387000000.0,-1603000000.0,-563000000.0,92000000.0,392000000.0,-1374000000.0,810000000.0,162000000.0,0.0,3614000000.0,1943000000.0,-481000000.0,4417000000.0,1026000000.0,-167000000.0,-2068000000.0,1737000000.0,1671000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,74000000.0,,,,2519000000.0,,,,,,,,,,,
VIV.PA,Vivendi,cash_flow,2025-12-31,-68000000.0,,-949000000.0,6000000.0,3000000.0,-3000000.0,200000000.0,,39000000.0,-1000000.0,162000000.0,-1050000000.0,-52000000.0,-73000000.0,-40000000.0,-40000000.0,3000000.0,,3000000.0,-943000000.0,-299000000.0,-644000000.0,-650000000.0,6000000.0,1277000000.0,-72000000.0,159000000.0,-18000000.0,,-18000000.0,-3000000.0,0.0,-3000000.0,-65000000.0,14000000.0,,,5000000.0,,-9000000.0,,-5000000.0,50000000.0,50000000.0,-9000000.0,18000000.0,,,,,,1211000000.0,1510000000.0,-299000000.0,,,,,,-3000000.0,,,-299000000.0,6000000.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
VIV.PA,Vivendi,cash_flow,2024-12-31,1837000000.0,-328000000.0,-2756000000.0,2703000000.0,0.0,-3000000.0,39000000.0,,2158000000.0,10000000.0,-2129000000.0,-1834000000.0,-1183000000.0,,-254000000.0,-254000000.0,-328000000.0,-328000000.0,0.0,-53000000.0,-1556000000.0,1503000000.0,-1200000000.0,2703000000.0,-2135000000.0,-2478000000.0,167000000.0,279000000.0,279000000.0,0.0,-3000000.0,0.0,-3000000.0,1840000000.0,-13000000.0,,,27000000.0,,92000000.0,,-31000000.0,192000000.0,192000000.0,-4000000.0,-264000000.0,,0.0,9000000.0,,,-100000000.0,49000000.0,-149000000.0,,,,,,-3000000.0,,,-1556000000.0,703000000.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
VIV.PA,Vivendi,cash_flow,2023-12-31,946000000.0,-16000000.0,-612000000.0,0.0,0.0,-5000000.0,2158000000.0,-14000000.0,1908000000.0,-25000000.0,289000000.0,-1470000000.0,-571000000.0,,-256000000.0,-256000000.0,-16000000.0,-16000000.0,0.0,-612000000.0,-600000000.0,-12000000.0,-12000000.0,0.0,808000000.0,-623000000.0,274000000.0,559000000.0,634000000.0,-75000000.0,-5000000.0,0.0,-5000000.0,951000000.0,84000000.0,,,-6000000.0,,-2000000.0,,-24000000.0,52000000.0,52000000.0,-120000000.0,-61000000.0,,45000000.0,126000000.0,,,603000000.0,641000000.0,-38000000.0,,,,,,-5000000.0,,,-600000000.0,3000000.0,,,,,,,,,,,,,,,-14000000.0,,,,-50000000.0,,0.0,,,,,,,,,
VIV.PA,Vivendi,cash_flow,2022-12-31,363000000.0,-248000000.0,-745000000.0,48000000.0,0.0,-385000000.0,1908000000.0,-33000000.0,3328000000.0,-2000000.0,-1385000000.0,-1438000000.0,-15000000.0,-14000000.0,-261000000.0,-261000000.0,-248000000.0,-248000000.0,0.0,-697000000.0,-695000000.0,-2000000.0,-4000000.0,2000000.0,-695000000.0,-87000000.0,196000000.0,-1058000000.0,2000000.0,-1060000000.0,-377000000.0,8000000.0,-385000000.0,748000000.0,-175000000.0,,,61000000.0,,-1000000.0,,-63000000.0,597000000.0,597000000.0,-198000000.0,761000000.0,,-41000000.0,11000000.0,,232000000.0,631000000.0,799000000.0,-168000000.0,,,,,,-385000000.0,,,-741000000.0,46000000.0,,,,,,,,,,,,,,,-33000000.0,,,,91000000.0,,4000000.0,,,,,,,,,
VIV.PA,Vivendi,cash_flow,2021-12-31,,-693000000.0,,,,,,,,,,,,-31000000.0,,,,-693000000.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
WLN.PA,Worldline,cash_flow,2025-12-31,206300000.0,-20500000.0,-861000000.0,581800000.0,,-248300000.0,885900000.0,-186000000.0,1508300000.0,-14000000.0,-422400000.0,-497600000.0,-24400000.0,-52700000.0,,,-20500000.0,-20500000.0,,-279200000.0,,-279200000.0,-861000000.0,581800000.0,-379400000.0,-19300000.0,600000.0,-80300000.0,0.0,-80300000.0,-248300000.0,0.0,-248300000.0,454600000.0,-141500000.0,,,35100000.0,,-49300000.0,10900000.0,39800000.0,353000000.0,353000000.0,445300000.0,-5228400000.0,,,,,,-32100000.0,5300000.0,-37400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000000.0,,,,,,,,,
WLN.PA,Worldline,cash_flow,2024-12-31,339900000.0,-7400000.0,-1025900000.0,573100000.0,0.0,-263200000.0,1508300000.0,-227900000.0,1726500000.0,9700000.0,-227900000.0,-585200000.0,-1300000.0,-11700000.0,,,,-7400000.0,0.0,-452800000.0,,,-1025900000.0,573100000.0,-245800000.0,-18300000.0,4500000.0,,0.0,-37100000.0,-257500000.0,5700000.0,-263200000.0,603100000.0,-135100000.0,,,-87900000.0,,11500000.0,10200000.0,87100000.0,323500000.0,323500000.0,390500000.0,-362800000.0,,,,,,,62600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3900000.0,,,,,,,,,
WLN.PA,Worldline,cash_flow,2023-12-31,458900000.0,0.0,-927300000.0,632700000.0,6000000.0,-332900000.0,1726500000.0,100000.0,1551900000.0,10900000.0,163600000.0,-415800000.0,-2600000.0,-7800000.0,,,6000000.0,,6000000.0,-294600000.0,,-294600000.0,-927300000.0,,-212400000.0,-200000.0,500000.0,-163700000.0,200000.0,-163900000.0,-331600000.0,1300000.0,-332900000.0,791800000.0,-102200000.0,,,-18600000.0,,16800000.0,23900000.0,21000000.0,298400000.0,298400000.0,25800000.0,-918200000.0,,,,,,282600000.0,286400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14800000.0,,,,,,,,,
