ticker,company_name,statement,fiscal_year_end,FreeCashFlow,RepurchaseOfCapitalStock,RepaymentOfDebt,IssuanceOfDebt,IssuanceOfCapitalStock,CapitalExpenditure,EndCashPosition,OtherCashAdjustmentOutsideChangeinCash,BeginningCashPosition,EffectOfExchangeRateChanges,ChangesInCash,FinancingCashFlow,NetOtherFinancingCharges,InterestPaidCFF,CashDividendsPaid,CommonStockDividendPaid,NetCommonStockIssuance,CommonStockPayments,CommonStockIssuance,NetIssuancePaymentsOfDebt,NetShortTermDebtIssuance,NetLongTermDebtIssuance,LongTermDebtPayments,LongTermDebtIssuance,InvestingCashFlow,NetOtherInvestingChanges,DividendsReceivedCFI,NetBusinessPurchaseAndSale,SaleOfBusiness,PurchaseOfBusiness,NetPPEPurchaseAndSale,SaleOfPPE,PurchaseOfPPE,OperatingCashFlow,TaxesRefundPaid,InterestPaidCFO,DividendReceivedCFO,ChangeInWorkingCapital,ChangeInOtherCurrentAssets,OtherNonCashItems,StockBasedCompensation,ProvisionandWriteOffofAssets,DepreciationAndAmortization,Depreciation,GainLossOnInvestmentSecurities,NetIncomeFromContinuingOperations,ChangeInPayable,ChangeInInventory,ChangeInReceivables,DeferredTax,AmortizationCashFlow,NetInvestmentPurchaseAndSale,SaleOfInvestment,PurchaseOfInvestment,NetIntangiblesPurchaseAndSale,SaleOfIntangibles,PurchaseOfIntangibles,InterestReceivedCFO,PensionAndEmployeeBenefitExpense,CapitalExpenditureReported,CashFlowFromContinuingFinancingActivities,ProceedsFromStockOptionExercised,ShortTermDebtPayments,ShortTermDebtIssuance,CashFlowFromContinuingInvestingActivities,CashFlowFromContinuingOperatingActivities,ChangeInOtherWorkingCapital,ChangeInPayablesAndAccruedExpense,ChangeInAccountPayable,ChangesInAccountReceivables,AssetImpairmentCharge,DeferredIncomeTax,DepreciationAmortizationDepletion,AmortizationOfIntangibles,OperatingGainsLosses,EarningsLossesFromEquityInvestments,NetForeignCurrencyExchangeGainLoss,GainLossOnSaleOfBusiness,OtherCashAdjustmentInsideChangeinCash,NetInvestmentPropertiesPurchaseAndSale,SaleOfInvestmentProperties,PurchaseOfInvestmentProperties,ChangeInOtherCurrentLiabilities,ChangeInPrepaidAssets,GainLossOnSaleOfPPE,ChangeInAccruedExpense,InterestReceivedCFI,AmortizationOfSecurities,InterestPaidSupplementalData,IncomeTaxPaidSupplementalData,CashFromDiscontinuedFinancingActivities,CashFromDiscontinuedInvestingActivities,CashFromDiscontinuedOperatingActivities,DividendPaidCFO
WLN.PA,Worldline,cash_flow,2022-12-31,745000000.0,,-617000000.0,0.0,13700000.0,-324900000.0,1551900000.0,17600000.0,1057300000.0,6600000.0,470400000.0,-629000000.0,84700000.0,-4900000.0,,,13700000.0,,13700000.0,-617000000.0,,-617000000.0,-617000000.0,0.0,29500000.0,-98200000.0,1500000.0,-658100000.0,92000000.0,-750100000.0,-314600000.0,10300000.0,-324900000.0,1069900000.0,-78800000.0,,,99900000.0,,37300000.0,29000000.0,44500000.0,256700000.0,256700000.0,700000.0,294100000.0,,,,,,1098900000.0,1098900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47700000.0,,,,,,,,,
WLN.PA,Worldline,cash_flow,2021-12-31,,,,,23400000.0,,,,,,,,,,,,23400000.0,,23400000.0,,,-330500000.0,,1639700000.0,,,,-330700000.0,,,,,,,,,,,,,,,,,,,,,,,,69800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATO.PA,Atos,cash_flow,2025-12-31,69000000.0,0.0,-4000000.0,0.0,2000000.0,-170000000.0,1265000000.0,,1739000000.0,-94000000.0,-380000000.0,-442000000.0,1000000.0,-160000000.0,,0.0,2000000.0,0.0,2000000.0,-4000000.0,-4000000.0,0.0,,0.0,-177000000.0,,,,,,-167000000.0,3000000.0,-170000000.0,239000000.0,-31000000.0,,,122000000.0,122000000.0,364000000.0,11000000.0,220000000.0,470000000.0,444000000.0,180000000.0,-1264000000.0,,,,,26000000.0,-10000000.0,8000000.0,-18000000.0,,,,,,,,,-4000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATO.PA,Atos,cash_flow,2024-12-31,-1846000000.0,-2000000.0,-725000000.0,2150000000.0,145000000.0,-444000000.0,1739000000.0,1000000.0,2295000000.0,29000000.0,-586000000.0,1019000000.0,-52000000.0,-178000000.0,-13000000.0,-13000000.0,143000000.0,-2000000.0,145000000.0,1425000000.0,-725000000.0,2150000000.0,,2150000000.0,-203000000.0,-39000000.0,,0.0,,0.0,-440000000.0,4000000.0,-444000000.0,-1402000000.0,-81000000.0,,,-1379000000.0,-1379000000.0,-3453000000.0,4000000.0,202000000.0,568000000.0,511000000.0,-109000000.0,462000000.0,,,,,57000000.0,276000000.0,276000000.0,0.0,,,,,,,,,-725000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATO.PA,Atos,cash_flow,2023-12-31,-618000000.0,-3000000.0,-1850000000.0,1700000000.0,0.0,-205000000.0,2295000000.0,,3190000000.0,-73000000.0,-822000000.0,-622000000.0,26000000.0,-102000000.0,-32000000.0,-32000000.0,-3000000.0,-3000000.0,0.0,-150000000.0,-1850000000.0,1700000000.0,,1700000000.0,213000000.0,-34000000.0,0.0,-26000000.0,,-26000000.0,-203000000.0,2000000.0,-205000000.0,-413000000.0,-77000000.0,,,-255000000.0,-255000000.0,128000000.0,19000000.0,-181000000.0,695000000.0,587000000.0,62000000.0,-3332000000.0,,,,,108000000.0,476000000.0,476000000.0,0.0,,,,,,,,,-1850000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATO.PA,Atos,cash_flow,2022-12-31,176000000.0,-2000000.0,-1632000000.0,1850000000.0,1000000.0,-251000000.0,3190000000.0,1000000.0,3239000000.0,78000000.0,-128000000.0,-304000000.0,-76000000.0,-29000000.0,-9000000.0,-9000000.0,-1000000.0,-2000000.0,1000000.0,218000000.0,-1632000000.0,1850000000.0,,1850000000.0,-251000000.0,-13000000.0,0.0,-279000000.0,,-279000000.0,-245000000.0,6000000.0,-251000000.0,427000000.0,-59000000.0,,,440000000.0,440000000.0,51000000.0,19000000.0,-152000000.0,787000000.0,647000000.0,133000000.0,-970000000.0,,,,,140000000.0,286000000.0,286000000.0,-279000000.0,,,,,,,,,-1632000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATO.PA,Atos,cash_flow,2021-12-31,,,,,,,,1000000.0,,,,,,,-98000000.0,,,,,,,,,,,33000000.0,2000000.0,33000000.0,35000000.0,-2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32000000.0,,,,,,,,,
BVI.PA,Bureau Veritas,cash_flow,2025-12-31,859700000.0,-190700000.0,-533000000.0,698900000.0,13400000.0,-147000000.0,1362000000.0,-1000000.0,1200600000.0,-54000000.0,216400000.0,-675500000.0,-35600000.0,-40700000.0,-430000000.0,,-177300000.0,-190700000.0,13400000.0,165900000.0,,165900000.0,-533000000.0,698900000.0,-114800000.0,,700000.0,30100000.0,156300000.0,-126200000.0,-141800000.0,5200000.0,-147000000.0,1006700000.0,-281100000.0,,,19100000.0,-7700000.0,,,192000000.0,299500000.0,299500000.0,,875400000.0,75700000.0,,-48900000.0,,,-3000000.0,8900000.0,-11900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BVI.PA,Bureau Veritas,cash_flow,2024-12-31,858900000.0,-191800000.0,-800100000.0,1000400000.0,18100000.0,-145900000.0,1200600000.0,-3600000.0,1170100000.0,-12700000.0,46800000.0,-610200000.0,-58300000.0,-21700000.0,-406900000.0,,-173700000.0,-191800000.0,18100000.0,200300000.0,,200300000.0,-800100000.0,1000400000.0,-347800000.0,,0.0,-208500000.0,105400000.0,-313900000.0,-139800000.0,6100000.0,-145900000.0,1004800000.0,-280500000.0,,,60800000.0,88300000.0,,,24600000.0,283700000.0,283700000.0,,863000000.0,40100000.0,,-67600000.0,,70900000.0,500000.0,8700000.0,-8200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BVI.PA,Bureau Veritas,cash_flow,2023-12-31,662100000.0,-1900000.0,-642300000.0,900000.0,5700000.0,-157600000.0,1170100000.0,,1655700000.0,-36700000.0,-448900000.0,-1080600000.0,-29600000.0,-17100000.0,-396300000.0,,3800000.0,-1900000.0,5700000.0,-641400000.0,,-641400000.0,-642300000.0,900000.0,-188000000.0,,0.0,-41400000.0,17500000.0,-58900000.0,-143500000.0,14100000.0,-157600000.0,819700000.0,-241300000.0,,,-53600000.0,82100000.0,756600000.0,,35700000.0,291500000.0,207900000.0,,756600000.0,-5200000.0,,-130500000.0,,83600000.0,-5900000.0,5800000.0,-11700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BVI.PA,Bureau Veritas,cash_flow,2022-12-31,704800000.0,-49800000.0,-82900000.0,201800000.0,8600000.0,-130100000.0,1655700000.0,,1410400000.0,22300000.0,223000000.0,-412000000.0,-17300000.0,-52500000.0,-280900000.0,,-41200000.0,-49800000.0,8600000.0,118900000.0,,118900000.0,-82900000.0,201800000.0,-199900000.0,,100000.0,-77800000.0,,-77800000.0,-125400000.0,4700000.0,-130100000.0,834900000.0,-230000000.0,,,-12500000.0,7000000.0,718000000.0,,11800000.0,297100000.0,297100000.0,,718000000.0,33000000.0,,-52500000.0,,,3500000.0,15000000.0,-11500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BVI.PA,Bureau Veritas,cash_flow,2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600000.0,,,,,,,,,,,645500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SW.PA,Sodexo,cash_flow,2025-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8000000.0,,,,384000000.0,,,,,,,106000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SW.PA,Sodexo,cash_flow,2024-08-31,962000000.0,-52000000.0,-1212000000.0,389000000.0,,-358000000.0,2134000000.0,,3230000000.0,-17000000.0,-1079000000.0,-1352000000.0,1065000000.0,,-1373000000.0,-1373000000.0,-52000000.0,-52000000.0,,-823000000.0,,-823000000.0,-1212000000.0,389000000.0,-1047000000.0,-1740000000.0,,981000000.0,,-92000000.0,-323000000.0,35000000.0,-358000000.0,1320000000.0,-179000000.0,-171000000.0,7000000.0,-43000000.0,,17000000.0,,-32000000.0,470000000.0,470000000.0,,1051000000.0,172000000.0,-2000000.0,-213000000.0,,,35000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SW.PA,Sodexo,cash_flow,2023-08-31,995000000.0,-57000000.0,-550000000.0,544000000.0,7000000.0,-338000000.0,3230000000.0,,3217000000.0,-191000000.0,204000000.0,-646000000.0,-46000000.0,,-352000000.0,-352000000.0,-50000000.0,-57000000.0,7000000.0,-6000000.0,,-6000000.0,-550000000.0,544000000.0,-483000000.0,-121000000.0,,-21000000.0,0.0,-21000000.0,-305000000.0,33000000.0,-338000000.0,1333000000.0,-123000000.0,-85000000.0,8000000.0,-222000000.0,,-12000000.0,,-17000000.0,458000000.0,458000000.0,11000000.0,847000000.0,-7000000.0,-11000000.0,-204000000.0,,,-36000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SW.PA,Sodexo,cash_flow,2022-08-31,769000000.0,-13000000.0,-699000000.0,111000000.0,6000000.0,-266000000.0,3217000000.0,,3532000000.0,145000000.0,-460000000.0,-1109000000.0,-21000000.0,,-294000000.0,-294000000.0,-7000000.0,-13000000.0,6000000.0,-588000000.0,,-588000000.0,-699000000.0,111000000.0,-386000000.0,-17000000.0,,-46000000.0,80000000.0,-126000000.0,-249000000.0,17000000.0,-266000000.0,1035000000.0,-151000000.0,-71000000.0,,-193000000.0,-145000000.0,28000000.0,,-53000000.0,457000000.0,457000000.0,-51000000.0,812000000.0,349000000.0,-72000000.0,-470000000.0,,,-74000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178000000.0,,,,,,,,,,,
FR.PA,Valeo,cash_flow,2025-12-31,528000000.0,-25000000.0,-1848000000.0,1304000000.0,8000000.0,-1761000000.0,2430000000.0,1000000.0,3149000000.0,-279000000.0,-441000000.0,-1161000000.0,76000000.0,-294000000.0,-103000000.0,,-17000000.0,-25000000.0,8000000.0,-783000000.0,-239000000.0,-544000000.0,-1848000000.0,1304000000.0,-1569000000.0,32000000.0,,-1000000.0,79000000.0,-1000000.0,-790000000.0,,-790000000.0,2289000000.0,-287000000.0,,9000000.0,-302000000.0,,277000000.0,32000000.0,13000000.0,2088000000.0,2088000000.0,23000000.0,255000000.0,-16000000.0,119000000.0,-405000000.0,205000000.0,,71000000.0,79000000.0,-8000000.0,-881000000.0,90000000.0,-971000000.0,,,,,,,,,,,,,,,,,,,,,-11000000.0,,,,,,,-34000000.0,,,,,,,,,
FR.PA,Valeo,cash_flow,2024-12-31,463000000.0,-25000000.0,-896000000.0,858000000.0,0.0,-2224000000.0,3149000000.0,16000000.0,2890000000.0,32000000.0,211000000.0,-524000000.0,73000000.0,-307000000.0,-97000000.0,,-25000000.0,-25000000.0,0.0,-126000000.0,-88000000.0,-38000000.0,-896000000.0,858000000.0,-1952000000.0,67000000.0,,0.0,211000000.0,0.0,-1138000000.0,21000000.0,-1138000000.0,2687000000.0,-227000000.0,,15000000.0,492000000.0,,226000000.0,22000000.0,-112000000.0,1989000000.0,1989000000.0,2000000.0,234000000.0,55000000.0,251000000.0,186000000.0,99000000.0,,184000000.0,211000000.0,-27000000.0,-1065000000.0,21000000.0,-1086000000.0,,,,,,,,,,,,,,,,,,,,,-71000000.0,,,,,,,30000000.0,,,,,,,,,
FR.PA,Valeo,cash_flow,2023-12-31,461000000.0,-2000000.0,-975000000.0,748000000.0,16000000.0,-2001000000.0,2890000000.0,-14000000.0,3252000000.0,-116000000.0,-232000000.0,-788000000.0,52000000.0,-261000000.0,-92000000.0,,14000000.0,-2000000.0,16000000.0,-466000000.0,-239000000.0,-227000000.0,-975000000.0,748000000.0,-1906000000.0,36000000.0,,30000000.0,38000000.0,-8000000.0,-924000000.0,40000000.0,-964000000.0,2462000000.0,-225000000.0,,14000000.0,278000000.0,,212000000.0,25000000.0,-155000000.0,1835000000.0,1835000000.0,42000000.0,300000000.0,564000000.0,-108000000.0,-178000000.0,154000000.0,,-11000000.0,,,-1037000000.0,,-1037000000.0,,,,,,,,,,,,,,,,,,,,,1000000.0,,,,,,,-2000000.0,,,,,,,,,
FR.PA,Valeo,cash_flow,2022-12-31,419000000.0,-50000000.0,-744000000.0,1474000000.0,14000000.0,-1489000000.0,3252000000.0,-2000000.0,2415000000.0,-4000000.0,843000000.0,862000000.0,54000000.0,-154000000.0,-84000000.0,,-36000000.0,-50000000.0,14000000.0,1141000000.0,411000000.0,730000000.0,-744000000.0,1474000000.0,-1927000000.0,50000000.0,,-352000000.0,0.0,-352000000.0,-777000000.0,30000000.0,-807000000.0,1908000000.0,-291000000.0,,16000000.0,231000000.0,56000000.0,138000000.0,21000000.0,-349000000.0,1782000000.0,1782000000.0,-26000000.0,295000000.0,887000000.0,-262000000.0,-394000000.0,214000000.0,,-166000000.0,,,-682000000.0,,-682000000.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,-8000000.0,,,,,,,,,
FR.PA,Valeo,cash_flow,2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61000000.0,,,,,,,-161000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,,,,,,,,,,,,,,,
GET.PA,Getlink,cash_flow,2025-12-31,624000000.0,,-938000000.0,641000000.0,,-192000000.0,1348000000.0,1000000.0,1539000000.0,-16000000.0,-176000000.0,-792000000.0,49000000.0,-196000000.0,-314000000.0,-314000000.0,-3000000.0,,,-297000000.0,,-297000000.0,-938000000.0,641000000.0,-200000000.0,,,-14000000.0,,-14000000.0,-192000000.0,,-192000000.0,816000000.0,-45000000.0,,,9000000.0,,,,,,,,859000000.0,38000000.0,0.0,-29000000.0,,,6000000.0,,,,,,,,,,,,,,,,,,,,,,,,,-7000000.0,,,,,,,,,,,,,,,,,
GET.PA,Getlink,cash_flow,2024-12-31,710000000.0,,-85000000.0,10000000.0,,-155000000.0,1539000000.0,-1000000.0,1275000000.0,15000000.0,250000000.0,-538000000.0,73000000.0,-212000000.0,-298000000.0,-298000000.0,-1000000.0,,,-75000000.0,,-75000000.0,-85000000.0,10000000.0,-77000000.0,,,-49000000.0,,-49000000.0,-155000000.0,,-155000000.0,865000000.0,-37000000.0,,,61000000.0,,,,,,,,833000000.0,80000000.0,-1000000.0,-18000000.0,,,127000000.0,,,,,,,,,,,,,,,,,,,,,,,,,8000000.0,,,,,,,,,,,,,,,,,
GET.PA,Getlink,cash_flow,2023-12-31,892000000.0,,-76000000.0,8000000.0,0.0,-144000000.0,1275000000.0,-284000000.0,1196000000.0,7000000.0,356000000.0,-533000000.0,35000000.0,-208000000.0,-271000000.0,-271000000.0,3000000.0,,0.0,-68000000.0,,-68000000.0,-76000000.0,8000000.0,-147000000.0,-3000000.0,,-3000000.0,,-3000000.0,-144000000.0,,-144000000.0,1036000000.0,-54000000.0,,,115000000.0,,,,,,,,979000000.0,149000000.0,0.0,-34000000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,-1000000.0,,,,,,,,,,,,,,,,,
GET.PA,Getlink,cash_flow,2022-12-31,939000000.0,,-510000000.0,434000000.0,2000000.0,-187000000.0,1196000000.0,1000000.0,718000000.0,-15000000.0,492000000.0,-446000000.0,-112000000.0,-201000000.0,-54000000.0,-54000000.0,2000000.0,,2000000.0,-76000000.0,,-76000000.0,-510000000.0,434000000.0,-188000000.0,,,,,,-187000000.0,,-187000000.0,1126000000.0,-25000000.0,,,287000000.0,,,,,,,,886000000.0,350000000.0,73000.0,-63000000.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,-14000000.0,,,,,,,,,,,,,,,,,
GET.PA,Getlink,cash_flow,2021-12-31,,,,,677000.0,,,,,,,,,,,,,,677000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-133516000.0,,,,,,,,,,,,,,,,,,,,,,,33390000.0,,,,,,,,,,,
ELIS.PA,Elis,cash_flow,2025-12-31,620400000.0,-153800000.0,-2478700000.0,2268100000.0,14800000.0,-890200000.0,398100000.0,100000.0,622000000.0,1600000.0,-225600000.0,-744700000.0,-12700000.0,-99400000.0,-105100000.0,-105100000.0,-139000000.0,-153800000.0,14800000.0,-210600000.0,,-210600000.0,-2478700000.0,2268100000.0,-991500000.0,200000.0,,-117600000.0,0.0,-117600000.0,-848700000.0,15300000.0,-864000000.0,1510600000.0,-146700000.0,,0.0,-1200000.0,56300000.0,137800000.0,34700000.0,,1020800000.0,1020800000.0,800000.0,366600000.0,11400000.0,-5300000.0,-63600000.0,126200000.0,,,,,-26200000.0,0.0,-26200000.0,,,,,,,,,,,,,,,,,,,,-2700000.0,,,,,,,,-23100000.0,,,,,,,,,
ELIS.PA,Elis,cash_flow,2024-12-31,564700000.0,-2200000.0,-1303600000.0,1207800000.0,10400000.0,-887400000.0,622000000.0,100000.0,664800000.0,-11300000.0,-31500000.0,-423300000.0,-4700000.0,-78900000.0,-101300000.0,-101300000.0,8200000.0,-2200000.0,10400000.0,-95800000.0,,-95800000.0,-1303600000.0,1207800000.0,-1060300000.0,4100000.0,0.0,-183300000.0,0.0,-183300000.0,-853500000.0,7300000.0,-860800000.0,1452100000.0,-124900000.0,,0.0,-4600000.0,14600000.0,122700000.0,27100000.0,,963400000.0,963400000.0,-2000000.0,337700000.0,10600000.0,-14000000.0,-15800000.0,128300000.0,,,,,-26600000.0,0.0,-26600000.0,,,,,,,,,,,,,,,,,,,,-500000.0,,,,,,,,7300000.0,,,,,,,,,
ELIS.PA,Elis,cash_flow,2023-12-31,501700000.0,,-985900000.0,1194800000.0,9100000.0,-823900000.0,664800000.0,-100000.0,286100000.0,1800000.0,376900000.0,-46400000.0,-1400000.0,-70500000.0,-61700000.0,-61700000.0,9100000.0,,9100000.0,208900000.0,,208900000.0,-985900000.0,1194800000.0,-902300000.0,300000.0,0.0,-82100000.0,0.0,-82100000.0,-794300000.0,2800000.0,-797100000.0,1325600000.0,-126400000.0,,,-2400000.0,50200000.0,172300000.0,22900000.0,,886000000.0,886000000.0,-100000.0,261900000.0,1700000.0,12300000.0,-66600000.0,110300000.0,,,,,-26700000.0,100000.0,-26800000.0,,,,,,,,,,,,,,,,,,,,300000.0,,,,,,,,4300000.0,,,,,,,,,
ELIS.PA,Elis,cash_flow,2022-12-31,391400000.0,-100000.0,-1091200000.0,1244000000.0,4600000.0,-699800000.0,286100000.0,100000.0,160100000.0,1000000.0,125000000.0,-53700000.0,-3400000.0,-72900000.0,-33200000.0,-33200000.0,4500000.0,-100000.0,4600000.0,152800000.0,,152800000.0,-1091200000.0,1244000000.0,-912500000.0,500000.0,0.0,-221700000.0,0.0,-221700000.0,-665900000.0,7400000.0,-673300000.0,1091200000.0,-100100000.0,,,-53300000.0,33800000.0,87800000.0,20300000.0,,793600000.0,793600000.0,2100000.0,202600000.0,82200000.0,-50000000.0,-119300000.0,79700000.0,,,,,-26500000.0,0.0,-26500000.0,,300000.0,,,,,,,,,,,,,,,,,,-6500000.0,,,,,,,,5400000.0,,,,,,,,,
ELIS.PA,Elis,cash_flow,2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RXL.PA,Rexel,cash_flow,2025-12-31,650300000.0,,-88300000.0,577300000.0,,-145500000.0,1037500000.0,,883300000.0,-25200000.0,179400000.0,-215700000.0,-100000.0,,-354600000.0,,-96600000.0,,,489000000.0,-88300000.0,489000000.0,-88300000.0,577300000.0,-400700000.0,100000.0,,-256700000.0,74200000.0,-330900000.0,-136300000.0,9200000.0,-145500000.0,795800000.0,-270600000.0,-137100000.0,,-239100000.0,-100400000.0,-87800000.0,,6700000.0,436800000.0,343400000.0,,1061600000.0,2100000.0,-25400000.0,-115400000.0,,93400000.0,-7800000.0,,,,,,,-2400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RXL.PA,Rexel,cash_flow,2024-12-31,744800000.0,,,340700000.0,,-132100000.0,883300000.0,-500000.0,912700000.0,23200000.0,-52100000.0,-363600000.0,,,-357200000.0,,-102000000.0,,,340700000.0,21400000.0,340700000.0,,340700000.0,-565400000.0,100000.0,,-437200000.0,0.0,-437200000.0,-125900000.0,6200000.0,-132100000.0,876900000.0,-281000000.0,-129600000.0,,34300000.0,49800000.0,-35900000.0,,8500000.0,433700000.0,351800000.0,,845900000.0,-69600000.0,-3700000.0,57800000.0,,81900000.0,-2400000.0,,,,,,,-55800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RXL.PA,Rexel,cash_flow,2023-12-31,783900000.0,,,513800000.0,,-158200000.0,912700000.0,1500000.0,895400000.0,-16200000.0,32000000.0,-200800000.0,100000.0,,-362200000.0,,-131400000.0,,,513800000.0,103800000.0,513800000.0,,513800000.0,-709300000.0,100000.0,,-551200000.0,135400000.0,-686600000.0,-153400000.0,4800000.0,-158200000.0,942100000.0,-327400000.0,-101300000.0,,-187100000.0,-104100000.0,-22000000.0,,2600000.0,371400000.0,300400000.0,,1216600000.0,-79200000.0,-40800000.0,37100000.0,,71000000.0,-4800000.0,,,,,,,-21300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RXL.PA,Rexel,cash_flow,2022-12-31,708700000.0,-66300000.0,0.0,275900000.0,,-131400000.0,895400000.0,-1500000.0,573500000.0,-48000000.0,371400000.0,-286600000.0,100000.0,,-230100000.0,,-66300000.0,-66300000.0,,221800000.0,-54100000.0,275900000.0,0.0,275900000.0,-182100000.0,,,-52600000.0,97400000.0,-150000000.0,-125500000.0,5900000.0,-131400000.0,840100000.0,-310800000.0,-59900000.0,,-391800000.0,-45200000.0,-71000000.0,,2900000.0,353400000.0,353400000.0,,1343000000.0,214100000.0,-228400000.0,-332400000.0,,,-4000000.0,,,,,,,-25600000.0,-131400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RXL.PA,Rexel,cash_flow,2021-12-31,,,-1119600000.0,,3800000.0,,,100000.0,,,,,,,,,,,3800000.0,,,,-1119600000.0,,,-100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-109300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPIE.PA,SPIE,cash_flow,2025-12-31,811900000.0,-39200000.0,-1051100000.0,816200000.0,61400000.0,-75000000.0,751000000.0,,644500000.0,-6500000.0,113000000.0,-487300000.0,-8800000.0,-83500000.0,-176500000.0,-176500000.0,22200000.0,-39200000.0,61400000.0,-234900000.0,,-234900000.0,-1051100000.0,816200000.0,-286600000.0,,,-225200000.0,,,-58400000.0,16600000.0,-75000000.0,886900000.0,-200100000.0,,1100000.0,12500000.0,,155600000.0,,,459000000.0,459000000.0,168700000.0,178700000.0,,,,111900000.0,,-1000000.0,100000.0,-1100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPIE.PA,SPIE,cash_flow,2024-12-31,831900000.0,0.0,-602600000.0,399100000.0,43900000.0,-88600000.0,644500000.0,,1113600000.0,-3500000.0,-465600000.0,-391300000.0,-1000000.0,-85400000.0,-143500000.0,-143500000.0,43900000.0,0.0,43900000.0,-203500000.0,,-203500000.0,-602600000.0,399100000.0,-994800000.0,200000.0,,-914400000.0,,,-81100000.0,7500000.0,-88600000.0,920500000.0,-172600000.0,,100000.0,148700000.0,27237000.0,148200000.0,,2571000.0,362000000.0,362000000.0,24600000.0,275000000.0,-88828000.0,11627000.0,-26397000.0,135000000.0,,-200000.0,0.0,-200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222512000.0,,,,,,,,,,,
SPIE.PA,SPIE,cash_flow,2023-12-31,651657000.0,,-762646000.0,395762000.0,33529000.0,-61676000.0,1113633000.0,,1181810000.0,-4444000.0,-63733000.0,-545773000.0,-1575000.0,-83287000.0,-126728000.0,-126728000.0,33529000.0,,33529000.0,-366884000.0,,-366884000.0,-762646000.0,395762000.0,-231293000.0,,,-175672000.0,,,-53927000.0,7749000.0,-61676000.0,713333000.0,-96746000.0,,581000.0,56263000.0,56263000.0,112331000.0,,,295127000.0,295127000.0,-11550000.0,239334000.0,,,,118982000.0,,-369000.0,51000.0,-420000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPIE.PA,SPIE,cash_flow,2022-12-31,511543000.0,,-747358000.0,595214000.0,19582000.0,-65818000.0,1181810000.0,,1226942000.0,-6028000.0,-39104000.0,-301258000.0,,-62333000.0,-105894000.0,-105894000.0,19582000.0,,19582000.0,-152144000.0,,-152144000.0,-747358000.0,595214000.0,-315207000.0,,,-259535000.0,,,-57406000.0,8412000.0,-65818000.0,577361000.0,-96700000.0,,181000.0,-11464000.0,,82121000.0,,,261566000.0,261566000.0,102025000.0,153886000.0,,,,86211000.0,,-918000.0,28000.0,-946000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
