ticker,company_name,statement,fiscal_year_end,TaxEffectOfUnusualItems,TaxRateForCalcs,NormalizedEBITDA,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,NetIncomeFromContinuingOperationNetMinorityInterest,ReconciledDepreciation,ReconciledCostOfRevenue,EBITDA,EBIT,NetInterestIncome,InterestExpense,InterestIncome,NormalizedIncome,NetIncomeFromContinuingAndDiscontinuedOperation,TotalExpenses,RentExpenseSupplemental,TotalOperatingIncomeAsReported,DilutedAverageShares,BasicAverageShares,DilutedEPS,BasicEPS,DilutedNIAvailtoComStockholders,NetIncomeCommonStockholders,OtherunderPreferredStockDividend,PreferredStockDividends,NetIncome,MinorityInterests,NetIncomeIncludingNoncontrollingInterests,NetIncomeDiscontinuousOperations,NetIncomeContinuousOperations,TaxProvision,PretaxIncome,OtherNonOperatingIncomeExpenses,SpecialIncomeCharges,OtherSpecialCharges,WriteOff,RestructuringAndMergernAcquisition,NetNonOperatingInterestIncomeExpense,TotalOtherFinanceCost,InterestExpenseNonOperating,InterestIncomeNonOperating,OperatingIncome,OperatingExpense,OtherOperatingExpenses,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,RentAndLandingFees,GrossProfit,CostOfRevenue,TotalRevenue,OperatingRevenue,Amortization,ResearchAndDevelopment,SellingGeneralAndAdministration,SellingAndMarketingExpense,GeneralAndAdministrativeExpense,OtherIncomeExpense,GainOnSaleOfBusiness,EarningsFromEquityInterest,GainOnSaleOfSecurity,ImpairmentOfCapitalAssets,NetPolicyholderBenefitsAndClaims,InsuranceAndClaims,AverageDilutionEarnings,GainOnSaleOfPPE,SecuritiesAmortization,OtherTaxes,ProvisionForDoubtfulAccounts,DepreciationAmortizationDepletionIncomeStatement,SalariesAndWages,EarningsFromEquityInterestNetOfTax,AmortizationOfIntangiblesIncomeStatement,OtherGandA,NetIncomeExtraordinary,ExciseTaxes
PUB.PA,Publicis,income_statement,2023-12-31,-48923000.0,0.241,2883000000.0,-197000000.0,-203000000.0,1312000000.0,903000000.0,,2686000000.0,1936000000.0,-59000000.0,120000000.0,152000000.0,1472077000.0,1312000000.0,12596000000.0,,1740000000.0,253999363.0,250706485.0,5.17,5.23,1312000000.0,1312000000.0,0.0,,1312000000.0,-10000000.0,1322000000.0,,1322000000.0,415000000.0,1737000000.0,-206000000.0,-248000000.0,-4000000.0,153000000.0,99000000.0,-59000000.0,12000000.0,120000000.0,152000000.0,2095000000.0,12596000000.0,3443000000.0,750000000.0,482000000.0,,,,14802000000.0,14802000000.0,323000000.0,,,,,,,,,147000000.0,,,,,,,,,,,,,,
PUB.PA,Publicis,income_statement,2022-12-31,-71672000.0,0.248,2936000000.0,-261000000.0,-289000000.0,1222000000.0,822000000.0,,2675000000.0,1853000000.0,-111000000.0,205000000.0,101000000.0,1467328000.0,1222000000.0,12135000000.0,,1767000000.0,253605167.0,250972110.0,4.82,4.87,1222000000.0,1222000000.0,0.0,,1222000000.0,0.0,1222000000.0,,1222000000.0,431000000.0,1648000000.0,2000000.0,-298000000.0,105000000.0,,84000000.0,-111000000.0,7000000.0,205000000.0,101000000.0,2061000000.0,12135000000.0,3184000000.0,822000000.0,467000000.0,,,,14196000000.0,14196000000.0,355000000.0,,,,,,,,,81000000.0,,,,,,,,,,,,,,
RNO.PA,Renault,income_statement,2025-12-31,-2893000000.0,0.25,5933000000.0,-11572000000.0,-11572000000.0,-10931000000.0,4239000000.0,46875000000.0,-5639000000.0,-9878000000.0,-252000000.0,395000000.0,281000000.0,-2252000000.0,-10931000000.0,54290000000.0,,-7867000000.0,273380000.0,273380000.0,-39.99,-39.99,-10931000000.0,-10931000000.0,0.0,,-10931000000.0,-136000000.0,-10795000000.0,,-10795000000.0,522000000.0,-10273000000.0,,-11572000000.0,10230000000.0,,447000000.0,-252000000.0,138000000.0,395000000.0,281000000.0,3632000000.0,7415000000.0,,,,,11047000000.0,46875000000.0,57922000000.0,57922000000.0,,2172000000.0,5243000000.0,,5243000000.0,,,,,895000000.0,,,,,,,,,,,,,,
RNO.PA,Renault,income_statement,2024-12-31,-387000000.0,0.18,7250000000.0,-2150000000.0,-2150000000.0,752000000.0,3183000000.0,44500000000.0,5100000000.0,1917000000.0,-167000000.0,379000000.0,440000000.0,2515000000.0,752000000.0,51969000000.0,,2576000000.0,289902395.0,289902395.0,2.593977,2.593977,752000000.0,752000000.0,0.0,,752000000.0,-139000000.0,891000000.0,,891000000.0,647000000.0,1538000000.0,,-2150000000.0,1539000000.0,,304000000.0,-167000000.0,228000000.0,379000000.0,440000000.0,4263000000.0,7469000000.0,189000000.0,,,,11732000000.0,44500000000.0,56232000000.0,56232000000.0,,2274000000.0,5195000000.0,,5195000000.0,,,,,307000000.0,,,,,,,,,,,,,,
RNO.PA,Renault,income_statement,2023-12-31,-378360000.0,0.18,8496000000.0,-2102000000.0,-2102000000.0,2198000000.0,3188000000.0,41414000000.0,6394000000.0,3206000000.0,-144000000.0,368000000.0,414000000.0,3921640000.0,2198000000.0,48259000000.0,,2485000000.0,275141000.0,271009000.0,7.99,8.11,2198000000.0,2198000000.0,0.0,,2198000000.0,-117000000.0,2315000000.0,0.0,2315000000.0,523000000.0,2838000000.0,,-2102000000.0,1212000000.0,,389000000.0,-144000000.0,190000000.0,368000000.0,414000000.0,4117000000.0,6845000000.0,180000000.0,,,,10962000000.0,41414000000.0,52376000000.0,52376000000.0,,2144000000.0,4701000000.0,,4701000000.0,,,,,501000000.0,,,,,,,,,,,,,,
RNO.PA,Renault,income_statement,2022-12-31,-229090000.0,0.31,6769000000.0,-739000000.0,-739000000.0,1966000000.0,3532000000.0,37111000000.0,6030000000.0,2498000000.0,-270000000.0,370000000.0,168000000.0,2475910000.0,-354000000.0,43690000000.0,,2191000000.0,274251000.0,272097000.0,-1.3,-1.3,-354000000.0,-354000000.0,0.0,,-354000000.0,362000000.0,-716000000.0,-2320000000.0,1604000000.0,524000000.0,2128000000.0,,-739000000.0,128000000.0,,354000000.0,-270000000.0,68000000.0,370000000.0,168000000.0,2638000000.0,6579000000.0,,,,,9217000000.0,37111000000.0,46328000000.0,46328000000.0,,2125000000.0,4522000000.0,4526000000.0,4522000000.0,,,,,257000000.0,,,,,,,,,,,,,,
RNO.PA,Renault,income_statement,2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418000000.0,,,,,,,,,,,,,,,169000000.0,,,,,,,,,,,4473000000.0,,,,,,,,,,,,,,,,,,,,
SAF.PA,Safran,income_statement,2025-12-31,1528901500.0,0.2905,6619000000.0,5263000000.0,5263000000.0,7177000000.0,1478000000.0,16555000000.0,11882000000.0,10404000000.0,93000000.0,135000000.0,215000000.0,3442901500.0,7177000000.0,26597000000.0,,4308000000.0,417883086.0,417883086.0,17.17,17.17,7177000000.0,7177000000.0,,,7177000000.0,-109000000.0,7286000000.0,,7286000000.0,2983000000.0,10269000000.0,-12000000.0,-484000000.0,17000000.0,428000000.0,39000000.0,93000000.0,-13000000.0,135000000.0,215000000.0,4592000000.0,10042000000.0,172000000.0,1478000000.0,775000000.0,,14634000000.0,16555000000.0,31189000000.0,31189000000.0,703000000.0,,,,,,,,,0.0,,,,,,,,,,,,,,
SAF.PA,Safran,income_statement,2024-12-31,-1527702600.0,0.3306,5297000000.0,-4621000000.0,-4621000000.0,-667000000.0,1406000000.0,14445000000.0,676000000.0,-730000000.0,99000000.0,129000000.0,249000000.0,2426297400.0,-667000000.0,23726000000.0,,4192000000.0,420722353.0,416149530.0,-1.6,-1.6,-665000000.0,-667000000.0,,,-667000000.0,-92000000.0,-575000000.0,,-575000000.0,-284000000.0,-859000000.0,39000000.0,24000000.0,-83000000.0,-19000000.0,76000000.0,99000000.0,21000000.0,129000000.0,249000000.0,3990000000.0,9281000000.0,334000000.0,1406000000.0,720000000.0,,13271000000.0,14445000000.0,27716000000.0,27716000000.0,686000000.0,,,,,,,,,2000000.0,,,2000000.0,,,,,,,,,,,
SAF.PA,Safran,income_statement,2023-12-31,437969000.0,0.259,4701000000.0,1691000000.0,1691000000.0,3444000000.0,1484000000.0,12592000000.0,6392000000.0,4908000000.0,90000000.0,152000000.0,230000000.0,2190969000.0,3444000000.0,20477000000.0,,3309000000.0,431373561.0,417795492.0,4.7,4.85,3480000000.0,3444000000.0,,,3444000000.0,-76000000.0,3520000000.0,,3520000000.0,1236000000.0,4756000000.0,84000000.0,-561000000.0,10000000.0,494000000.0,69000000.0,90000000.0,-12000000.0,152000000.0,230000000.0,3174000000.0,7885000000.0,97000000.0,1336000000.0,690000000.0,,11059000000.0,12592000000.0,23651000000.0,23651000000.0,646000000.0,,,,,,,,,-12000000.0,,,36000000.0,,,,,,,,,,,
SAF.PA,Safran,income_statement,2022-12-31,-1177796300.0,0.2221,3898000000.0,-5303000000.0,-5303000000.0,-2459000000.0,1615000000.0,10145000000.0,-1405000000.0,-3020000000.0,-39000000.0,100000000.0,67000000.0,1666203700.0,-2459000000.0,16808000000.0,,2493000000.0,440159929.0,426680657.0,-5.76,-5.76,-2459000000.0,-2459000000.0,,,-2459000000.0,-33000000.0,-2426000000.0,,-2426000000.0,-694000000.0,-3120000000.0,-450000000.0,-759000000.0,21000000.0,743000000.0,,-39000000.0,6000000.0,100000000.0,67000000.0,2715000000.0,6663000000.0,-57000000.0,1371000000.0,703000000.0,,9378000000.0,10145000000.0,19523000000.0,19523000000.0,668000000.0,,,,,,,,,-5000000.0,,,,,,,,,,,,,,
SGO.PA,Saint-Gobain,income_statement,2025-12-31,-20487341.772152,0.246835,7610000000.0,-83000000.0,-83000000.0,2883000000.0,2627000000.0,33544000000.0,7527000000.0,4900000000.0,-605000000.0,950000000.0,511000000.0,2945512658.227848,2883000000.0,41530000000.0,,5293000000.0,498373944.0,494245178.0,5.78,5.83,2883000000.0,2883000000.0,0.0,,2883000000.0,-92000000.0,2975000000.0,,2975000000.0,975000000.0,3950000000.0,-369000000.0,-83000000.0,-133000000.0,,,-605000000.0,166000000.0,950000000.0,511000000.0,4953000000.0,7986000000.0,,290000000.0,0.0,,12939000000.0,33544000000.0,46483000000.0,46483000000.0,290000000.0,,7696000000.0,,7696000000.0,,,,,216000000.0,,,,,,,,,,,,,,
SGO.PA,Saint-Gobain,income_statement,2024-12-31,-46562118.126273,0.253055,7677000000.0,-184000000.0,-184000000.0,2844000000.0,2631000000.0,33688000000.0,7493000000.0,4862000000.0,-455000000.0,934000000.0,625000000.0,2981437881.873727,2844000000.0,41576000000.0,,5304000000.0,503934048.0,499715108.0,5.64,5.69,2844000000.0,2844000000.0,0.0,,2844000000.0,-90000000.0,2934000000.0,,2934000000.0,994000000.0,3928000000.0,-510000000.0,-184000000.0,-107000000.0,,,-455000000.0,146000000.0,934000000.0,625000000.0,4995000000.0,7888000000.0,,233000000.0,0.0,,12883000000.0,33688000000.0,46571000000.0,46571000000.0,233000000.0,,7655000000.0,,7655000000.0,,,,,291000000.0,,,,,,,,,,,,,,
SGO.PA,Saint-Gobain,income_statement,2023-12-31,-47222222.222222,0.277778,7224000000.0,-170000000.0,-170000000.0,2669000000.0,2395000000.0,35109000000.0,7054000000.0,4659000000.0,-424000000.0,843000000.0,581000000.0,2791777777.777778,2669000000.0,42954000000.0,,5251000000.0,510458619.0,507282902.0,5.23,5.26,2669000000.0,2669000000.0,0.0,,2669000000.0,-87000000.0,2756000000.0,,2756000000.0,1060000000.0,3816000000.0,-669000000.0,-170000000.0,-68000000.0,,236000000.0,-424000000.0,162000000.0,843000000.0,581000000.0,4990000000.0,7845000000.0,,181000000.0,0.0,,12835000000.0,35109000000.0,47944000000.0,47944000000.0,181000000.0,,7664000000.0,,7664000000.0,,,,,238000000.0,,,,,,,,,,,,,,
SGO.PA,Saint-Gobain,income_statement,2022-12-31,-13967965.574946,0.258666,7242000000.0,-54000000.0,-54000000.0,3003000000.0,2442000000.0,38006000000.0,7188000000.0,4746000000.0,-404000000.0,563000000.0,286000000.0,3043032034.425054,3003000000.0,46037000000.0,,5337000000.0,517595809.0,514372413.0,5.8,5.84,3003000000.0,3003000000.0,0.0,,3003000000.0,-98000000.0,3101000000.0,,3101000000.0,1082000000.0,4183000000.0,-585000000.0,-54000000.0,-245000000.0,,262000000.0,-404000000.0,127000000.0,563000000.0,286000000.0,5160000000.0,8031000000.0,,116000000.0,0.0,,13191000000.0,38006000000.0,51197000000.0,51197000000.0,116000000.0,,7915000000.0,,7915000000.0,,,,,299000000.0,,,,,,,,,,,,,,
SGO.PA,Saint-Gobain,income_statement,2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN.PA,Sanofi,income_statement,2025-12-31,-556210364.37247,0.168907,15772000000.0,-3293000000.0,-3293000000.0,4939000000.0,5678000000.0,9147000000.0,12479000000.0,6801000000.0,-129000000.0,626000000.0,331000000.0,7675789635.62753,7813000000.0,37119000000.0,,6344000000.0,1220400000.0,1220400000.0,6.4,6.4,7813000000.0,7813000000.0,,,7813000000.0,-38000000.0,7851000000.0,2874000000.0,4977000000.0,1043000000.0,6175000000.0,,-3253000000.0,255000000.0,,1242000000.0,-129000000.0,-166000000.0,626000000.0,331000000.0,9597000000.0,24070000000.0,4210000000.0,1776000000.0,,,33667000000.0,13049000000.0,46716000000.0,43626000000.0,1776000000.0,7842000000.0,10242000000.0,699000000.0,9543000000.0,-3293000000.0,485000000.0,,-40000000.0,2241000000.0,,,,485000000.0,,,,1776000000.0,,-155000000.0,1776000000.0,9543000000.0,,
SAN.PA,Sanofi,income_statement,2024-12-31,-311875186.622872,0.179755,12723000000.0,-1735000000.0,-1735000000.0,5496000000.0,3586000000.0,11368000000.0,10988000000.0,7402000000.0,-490000000.0,704000000.0,438000000.0,6919124813.377128,5560000000.0,35363000000.0,,7252000000.0,1251400000.0,1251400000.0,4.59,4.59,5560000000.0,5560000000.0,,,5560000000.0,-58000000.0,5618000000.0,64000000.0,5554000000.0,1204000000.0,6698000000.0,,-1671000000.0,470000000.0,,1492000000.0,-490000000.0,224000000.0,704000000.0,438000000.0,8923000000.0,22158000000.0,3195000000.0,1749000000.0,,,31081000000.0,13205000000.0,44286000000.0,41081000000.0,1749000000.0,7394000000.0,9820000000.0,637000000.0,9183000000.0,-1735000000.0,539000000.0,,-64000000.0,248000000.0,,,,539000000.0,,,,1749000000.0,,60000000.0,1749000000.0,9183000000.0,,
SAN.PA,Sanofi,income_statement,2023-12-31,-295682000.0,0.163,13137000000.0,-1814000000.0,-1814000000.0,5062000000.0,4429000000.0,10110000000.0,11323000000.0,6894000000.0,-626000000.0,643000000.0,540000000.0,6580318000.0,5400000000.0,32927000000.0,,6960000000.0,1251700000.0,1251700000.0,4.31,4.31,5400000000.0,5400000000.0,,,5400000000.0,-36000000.0,5436000000.0,338000000.0,5098000000.0,1017000000.0,6251000000.0,,-1731000000.0,196000000.0,,1123000000.0,-626000000.0,523000000.0,643000000.0,540000000.0,8691000000.0,20299000000.0,2405000000.0,1911000000.0,,,28990000000.0,12628000000.0,41618000000.0,37817000000.0,1911000000.0,6507000000.0,9476000000.0,543000000.0,8933000000.0,-1814000000.0,484000000.0,,-83000000.0,896000000.0,,,,484000000.0,,,,1911000000.0,,-136000000.0,1911000000.0,8933000000.0,,
SAN.PA,Sanofi,income_statement,2022-12-31,-147072000.0,0.192,14276000000.0,-766000000.0,-766000000.0,7970000000.0,3108000000.0,10578000000.0,13510000000.0,10402000000.0,-223000000.0,465000000.0,239000000.0,8588928000.0,8371000000.0,29635000000.0,,10162000000.0,1251900000.0,1251900000.0,5.37,5.37,8371000000.0,8371000000.0,,,8371000000.0,-113000000.0,8484000000.0,401000000.0,8083000000.0,1909000000.0,9937000000.0,-370000000.0,-764000000.0,143000000.0,,1050000000.0,-223000000.0,-3000000.0,465000000.0,239000000.0,10926000000.0,17753000000.0,709000000.0,1804000000.0,,,28679000000.0,11882000000.0,40561000000.0,37651000000.0,1804000000.0,6501000000.0,8739000000.0,,,-766000000.0,,,-2000000.0,-429000000.0,,,,,,,,1804000000.0,,55000000.0,1804000000.0,,,
SAN.PA,Sanofi,income_statement,2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SU.PA,Schneider Electric,income_statement,2025-12-31,-79195000.0,0.235,8709000000.0,-337000000.0,-337000000.0,4551000000.0,1652000000.0,23257000000.0,8372000000.0,6720000000.0,-449000000.0,540000000.0,152000000.0,4808805000.0,4551000000.0,33142000000.0,,6699000000.0,562186000.0,562186000.0,7.33,7.41,4163000000.0,4163000000.0,0.0,,4163000000.0,-188000000.0,4351000000.0,,4739000000.0,1455000000.0,6180000000.0,,-315000000.0,-21000000.0,,336000000.0,-449000000.0,61000000.0,540000000.0,152000000.0,7010000000.0,9885000000.0,53000000.0,1074000000.0,617000000.0,,16895000000.0,23257000000.0,40152000000.0,40152000000.0,457000000.0,1365000000.0,7393000000.0,,7393000000.0,,,,,,,,,,,,,,,,,,-388000000.0,
SU.PA,Schneider Electric,income_statement,2024-12-31,-36036000.0,0.231,8217000000.0,-156000000.0,-156000000.0,4489000000.0,1538000000.0,21885000000.0,8077000000.0,6523000000.0,-381000000.0,499000000.0,174000000.0,4608964000.0,4489000000.0,31583000000.0,,6449000000.0,560971685.0,560971685.0,7.61001,7.61001,4269000000.0,4269000000.0,0.0,,4269000000.0,-170000000.0,4439000000.0,,4659000000.0,1398000000.0,6040000000.0,,-144000000.0,-93000000.0,0.0,237000000.0,-381000000.0,72000000.0,483000000.0,174000000.0,6570000000.0,9698000000.0,107000000.0,976000000.0,570000000.0,,16268000000.0,21885000000.0,38153000000.0,38153000000.0,406000000.0,1308000000.0,7307000000.0,,7307000000.0,,,,,,,,,,,,,,,,,,-220000000.0,
SU.PA,Schneider Electric,income_statement,2023-12-31,-15232000.0,0.238,7350000000.0,-64000000.0,-64000000.0,4003000000.0,1460000000.0,20890000000.0,7286000000.0,5826000000.0,-450000000.0,423000000.0,79000000.0,4051768000.0,4003000000.0,29938000000.0,,5933000000.0,566588000.0,559846000.0,7.07,7.15,4003000000.0,4003000000.0,0.0,,4003000000.0,-166000000.0,4169000000.0,,4169000000.0,1285000000.0,5403000000.0,,-70000000.0,-218000000.0,30000000.0,258000000.0,-450000000.0,106000000.0,423000000.0,79000000.0,5964000000.0,9048000000.0,18000000.0,916000000.0,486000000.0,,15012000000.0,20890000000.0,35902000000.0,35902000000.0,430000000.0,1168000000.0,6946000000.0,,6946000000.0,,,,,,,,,,,,,,,,,,0.0,
SU.PA,Schneider Electric,income_statement,2022-12-31,-161910000.0,0.257,6994000000.0,-630000000.0,-630000000.0,3477000000.0,1482000000.0,20300000000.0,6364000000.0,4882000000.0,-194000000.0,164000000.0,24000000.0,3945090000.0,3477000000.0,28616000000.0,,4933000000.0,565161000.0,558129000.0,6.15,6.23,3477000000.0,3477000000.0,0.0,,3477000000.0,-59000000.0,3536000000.0,,3536000000.0,1211000000.0,4718000000.0,,-632000000.0,108000000.0,117000000.0,407000000.0,-194000000.0,54000000.0,164000000.0,24000000.0,5560000000.0,8316000000.0,33000000.0,424000000.0,0.0,,13876000000.0,20300000000.0,34176000000.0,34176000000.0,424000000.0,1040000000.0,6819000000.0,,6819000000.0,,,,,,,,,,,,,,,,,,,
SU.PA,Schneider Electric,income_statement,2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21000000.0,,,,,,,,,,,,,,,,,,,,,,,,,21000000.0,,,,,,,,,,,,,,
GLE.PA,Societe Generale,income_statement,2025-12-31,-46166400.0,0.2016,,-229000000.0,-229000000.0,6002000000.0,10287000000.0,,,,10069000000.0,33561000000.0,43630000000.0,6184833600.0,6002000000.0,,,,776255000.0,776255000.0,6.8,6.8,5282000000.0,5282000000.0,720000000.0,,6002000000.0,-1030000000.0,7032000000.0,,7032000000.0,1771000000.0,8803000000.0,,-262000000.0,,,262000000.0,,,,,,42072000000.0,4556000000.0,1597000000.0,1597000000.0,22249000000.0,,,52597000000.0,52597000000.0,,,1216000000.0,,1216000000.0,,,,1097000000.0,,,1364000000.0,,,,,,,,,,,,
GLE.PA,Societe Generale,income_statement,2024-12-31,-137252500.0,0.2387,,-575000000.0,-575000000.0,4200000000.0,10086000000.0,,,,9892000000.0,45127000000.0,55019000000.0,4637747500.0,4200000000.0,,,,795168649.0,795168649.0,4.38,4.38,3480000000.0,3480000000.0,720000000.0,,4200000000.0,-929000000.0,5129000000.0,,5129000000.0,1601000000.0,6730000000.0,,-613000000.0,,,613000000.0,,,,,,43658000000.0,5109000000.0,1651000000.0,1651000000.0,22797000000.0,,,52509000000.0,52509000000.0,,,1250000000.0,,1250000000.0,,,,407000000.0,,,1307000000.0,,,,,,,,,,,,
GLE.PA,Societe Generale,income_statement,2023-12-31,-312202000.0,0.3085,,-1012000000.0,-1012000000.0,2493000000.0,7710000000.0,,,,10310000000.0,42777000000.0,53087000000.0,3530798000.0,2493000000.0,,,,799315070.0,799315070.0,2.17,2.17,1735000000.0,1735000000.0,758000000.0,,2493000000.0,-956000000.0,3449000000.0,,3449000000.0,1679000000.0,5128000000.0,,-1068000000.0,113000000.0,,730000000.0,,,,,,37162000000.0,5613000000.0,1675000000.0,1675000000.0,16615000000.0,,,44359000000.0,44359000000.0,,,1319000000.0,,1319000000.0,,,,1442000000.0,,,1295000000.0,,,,,,,,,,,,
GLE.PA,Societe Generale,income_statement,2022-12-31,24225900.0,0.3511,,69000000.0,69000000.0,1825000000.0,5342000000.0,,,,12841000000.0,17897000000.0,30738000000.0,1780225900.0,1825000000.0,,,,822437425.0,822437425.0,1.5,1.5,1229000000.0,1229000000.0,596000000.0,,1825000000.0,-931000000.0,2756000000.0,,2756000000.0,1483000000.0,4239000000.0,,0.0,3357000000.0,,639000000.0,,,,,,30225000000.0,6318000000.0,1569000000.0,1569000000.0,9965000000.0,,,36096000000.0,36096000000.0,,,1351000000.0,,1351000000.0,,,,-5598000000.0,,,970000000.0,,,,,,,,,,,,
GLE.PA,Societe Generale,income_statement,2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-624000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STLAP.PA,Stellantis,income_statement,2025-12-31,-458045000.0,0.161,-15303000000.0,-2845000000.0,-2845000000.0,-22368000000.0,6981000000.0,155627000000.0,-18148000000.0,-25129000000.0,-258000000.0,1476000000.0,1218000000.0,-19981045000.0,-22368000000.0,175739000000.0,,-26254000000.0,2886684000.0,2886684000.0,-7.75,-7.748683,-22368000000.0,-22368000000.0,,,-22368000000.0,-36000000.0,-22332000000.0,,-22332000000.0,-4273000000.0,-26605000000.0,,-940000000.0,,27000000.0,913000000.0,-258000000.0,,1476000000.0,1218000000.0,-22231000000.0,20112000000.0,,,,,-2119000000.0,155627000000.0,153508000000.0,153508000000.0,,11145000000.0,8967000000.0,,,-4116000000.0,,-1271000000.0,-1905000000.0,,,,,,,,,,,,,,,
STLAP.PA,Stellantis,income_statement,2024-12-31,-475236000.0,0.258,14623000000.0,-1842000000.0,-1842000000.0,5473000000.0,7226000000.0,136360000000.0,12781000000.0,5555000000.0,472000000.0,1523000000.0,1995000000.0,6839764000.0,5473000000.0,151443000000.0,,3687000000.0,2975820000.0,2949652000.0,1.84,1.871407,5473000000.0,5473000000.0,,,5473000000.0,-47000000.0,5520000000.0,,5520000000.0,-1488000000.0,4032000000.0,,-1529000000.0,,-88000000.0,1617000000.0,472000000.0,,1523000000.0,1995000000.0,5435000000.0,15083000000.0,,,,,20518000000.0,136360000000.0,156878000000.0,156878000000.0,,5784000000.0,9299000000.0,,,-1875000000.0,,-33000000.0,-313000000.0,,,,,,,,,,,,,,,
STLAP.PA,Stellantis,income_statement,2023-12-31,-406445000.0,0.169,33702000000.0,-2405000000.0,-2405000000.0,18596000000.0,7549000000.0,151400000000.0,31297000000.0,23748000000.0,1348000000.0,1330000000.0,2678000000.0,20594555000.0,18596000000.0,166560000000.0,,22376000000.0,3132458000.0,3107725000.0,5.94,5.983798,18596000000.0,18596000000.0,,,18596000000.0,-29000000.0,18625000000.0,0.0,18625000000.0,3793000000.0,22418000000.0,,-1247000000.0,,128000000.0,1119000000.0,1348000000.0,,1330000000.0,2678000000.0,22984000000.0,15160000000.0,,,,,38144000000.0,151400000000.0,189544000000.0,189544000000.0,,5619000000.0,9541000000.0,,,-1914000000.0,,491000000.0,-1158000000.0,,,,,,,,,,,,,,,
STLAP.PA,Stellantis,income_statement,2022-12-31,-240940000.0,0.14,29211000000.0,-1721000000.0,-1721000000.0,16799000000.0,6797000000.0,144327000000.0,27490000000.0,20693000000.0,-119000000.0,1185000000.0,1066000000.0,18279060000.0,16799000000.0,158508000000.0,,20276000000.0,3163959000.0,3140089000.0,5.31,5.35,16799000000.0,16799000000.0,,,16799000000.0,20000000.0,16779000000.0,0.0,16779000000.0,2729000000.0,19508000000.0,,-1158000000.0,,14000000.0,1144000000.0,-119000000.0,,1185000000.0,1066000000.0,21084000000.0,14181000000.0,,,,,35265000000.0,144327000000.0,179592000000.0,179592000000.0,,5200000000.0,8981000000.0,,,-1457000000.0,,264000000.0,-563000000.0,,,,,,,,,,,264000000.0,,,,
STLAP.PA,Stellantis,income_statement,2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,990000000.0,,,,,,,,,,286000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737000000.0,,,,
STMPA.PA,STMicroelectronics,income_statement,2025-12-31,-47940000.0,0.17,2591000000.0,-282000000.0,-282000000.0,166000000.0,1854000000.0,7801000000.0,2309000000.0,455000000.0,168000000.0,55000000.0,223000000.0,400060000.0,166000000.0,11477000000.0,,175000000.0,923100000.0,873684211.0,0.18,0.19,167000000.0,166000000.0,,,166000000.0,-14000000.0,180000000.0,,180000000.0,220000000.0,400000000.0,191000000.0,-382000000.0,12000000.0,376000000.0,,168000000.0,,55000000.0,223000000.0,323000000.0,3676000000.0,,,,,3999000000.0,7801000000.0,11800000000.0,11754000000.0,,2044000000.0,1632000000.0,,,-91000000.0,,,100000000.0,,,,1000000.0,6000000.0,,,,,,,,,,
STMPA.PA,STMicroelectronics,income_statement,2024-12-31,-10880000.0,0.17,3787000000.0,-64000000.0,-64000000.0,1557000000.0,1760000000.0,8049000000.0,3723000000.0,1963000000.0,218000000.0,85000000.0,303000000.0,1610120000.0,1557000000.0,11775000000.0,,1676000000.0,939300000.0,900000000.0,1.66,1.73,1558000000.0,1557000000.0,,,1557000000.0,-8000000.0,1565000000.0,,1565000000.0,313000000.0,1878000000.0,230000000.0,-69000000.0,74000000.0,0.0,,218000000.0,,85000000.0,303000000.0,1494000000.0,3726000000.0,,,,,5220000000.0,8049000000.0,13269000000.0,13217000000.0,,2077000000.0,1649000000.0,,,166000000.0,,,5000000.0,,,,1000000.0,5000000.0,,,,,,,,,,
STMPA.PA,STMicroelectronics,income_statement,2023-12-31,-14850000.0,0.11,6514000000.0,-135000000.0,-135000000.0,4211000000.0,1561000000.0,8999000000.0,6379000000.0,4818000000.0,171000000.0,55000000.0,226000000.0,4331150000.0,4211000000.0,12730000000.0,,4611000000.0,944200000.0,903648069.0,4.46,4.66,4212000000.0,4211000000.0,,,4211000000.0,-11000000.0,4222000000.0,,4222000000.0,541000000.0,4763000000.0,171000000.0,-140000000.0,146000000.0,0.0,,171000000.0,,55000000.0,226000000.0,4556000000.0,3731000000.0,,,,,8287000000.0,8999000000.0,17286000000.0,17239000000.0,,2100000000.0,1631000000.0,,1631000000.0,36000000.0,,,5000000.0,,,,1000000.0,6000000.0,,,,,19000000.0,,,1631000000.0,,
