ticker,company_name,statement,fiscal_year_end,TaxEffectOfUnusualItems,TaxRateForCalcs,NormalizedEBITDA,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,NetIncomeFromContinuingOperationNetMinorityInterest,ReconciledDepreciation,ReconciledCostOfRevenue,EBITDA,EBIT,NetInterestIncome,InterestExpense,InterestIncome,NormalizedIncome,NetIncomeFromContinuingAndDiscontinuedOperation,TotalExpenses,RentExpenseSupplemental,TotalOperatingIncomeAsReported,DilutedAverageShares,BasicAverageShares,DilutedEPS,BasicEPS,DilutedNIAvailtoComStockholders,NetIncomeCommonStockholders,OtherunderPreferredStockDividend,PreferredStockDividends,NetIncome,MinorityInterests,NetIncomeIncludingNoncontrollingInterests,NetIncomeDiscontinuousOperations,NetIncomeContinuousOperations,TaxProvision,PretaxIncome,OtherNonOperatingIncomeExpenses,SpecialIncomeCharges,OtherSpecialCharges,WriteOff,RestructuringAndMergernAcquisition,NetNonOperatingInterestIncomeExpense,TotalOtherFinanceCost,InterestExpenseNonOperating,InterestIncomeNonOperating,OperatingIncome,OperatingExpense,OtherOperatingExpenses,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,RentAndLandingFees,GrossProfit,CostOfRevenue,TotalRevenue,OperatingRevenue,Amortization,ResearchAndDevelopment,SellingGeneralAndAdministration,SellingAndMarketingExpense,GeneralAndAdministrativeExpense,OtherIncomeExpense,GainOnSaleOfBusiness,EarningsFromEquityInterest,GainOnSaleOfSecurity,ImpairmentOfCapitalAssets,NetPolicyholderBenefitsAndClaims,InsuranceAndClaims,AverageDilutionEarnings,GainOnSaleOfPPE,SecuritiesAmortization,OtherTaxes,ProvisionForDoubtfulAccounts,DepreciationAmortizationDepletionIncomeStatement,SalariesAndWages,EarningsFromEquityInterestNetOfTax,AmortizationOfIntangiblesIncomeStatement,OtherGandA,NetIncomeExtraordinary,ExciseTaxes
BVI.PA,Bureau Veritas,income_statement,2024-12-31,6752100.0,0.317,1226500000.0,21300000.0,21300000.0,569400000.0,283700000.0,1739800000.0,1247800000.0,964100000.0,-75500000.0,101100000.0,46000000.0,554852100.0,569400000.0,5328800000.0,67400000.0,933400000.0,453898000.0,450010000.0,1.25,1.27,569400000.0,569400000.0,0.0,,569400000.0,-19800000.0,589200000.0,,589200000.0,273800000.0,863000000.0,,21300000.0,-21300000.0,,,-75500000.0,20400000.0,101100000.0,46000000.0,912100000.0,3589000000.0,626900000.0,283700000.0,283700000.0,,4501100000.0,1739800000.0,6240900000.0,6240900000.0,,,,,,,,,,,,,,,,,,,,,,,,
BVI.PA,Bureau Veritas,income_statement,2023-12-31,1177094.898229,0.318134,1140500000.0,3700000.0,3700000.0,503700000.0,291500000.0,1642300000.0,1144200000.0,852700000.0,-75400000.0,96100000.0,45000000.0,501177094.898229,503700000.0,5047100000.0,68500000.0,824400000.0,453009724.0,453009724.0,1.1,1.11,503700000.0,503700000.0,0.0,,503700000.0,-12200000.0,515900000.0,,515900000.0,240700000.0,756600000.0,,3700000.0,-3700000.0,,,-75400000.0,24300000.0,96100000.0,45000000.0,820700000.0,3404800000.0,600400000.0,291500000.0,291500000.0,,4225500000.0,1642300000.0,5867800000.0,5867800000.0,,,,,,,,,,,,,,,,,,,,,,,,
BVI.PA,Bureau Veritas,income_statement,2022-12-31,1170000.0,0.325,1096400000.0,3600000.0,3600000.0,466700000.0,297100000.0,1620500000.0,1100000000.0,802900000.0,-86000000.0,84900000.0,12800000.0,464270000.0,466700000.0,4854900000.0,69800000.0,799300000.0,456569000.0,452140348.0,1.02,1.03,466700000.0,466700000.0,0.0,,466700000.0,-17900000.0,484600000.0,,484600000.0,233400000.0,718000000.0,,3600000.0,-3600000.0,,,-86000000.0,13900000.0,84900000.0,12800000.0,795700000.0,3234400000.0,565500000.0,297100000.0,297100000.0,,4030100000.0,1620500000.0,5650600000.0,5650600000.0,,,,,,,,,,,,,,,,,,,,,,,,
BVI.PA,Bureau Veritas,income_statement,2021-12-31,,,,,,,,,,,,,,,,,,,455045000.0,450921434.0,0.92,0.93,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SW.PA,Sodexo,income_statement,2025-08-31,-22200000.0,,1649000000.0,-100000000.0,-100000000.0,,,,1549000000.0,1059000000.0,-86000000.0,155000000.0,65000000.0,772800000.0,,22994000000.0,,,147627878.0,,,,,,,,,,,,,,,,-100000000.0,1000000.0,,99000000.0,-86000000.0,-4000000.0,155000000.0,65000000.0,1080000000.0,1753000000.0,17000000.0,35000000.0,0.0,,,,,,35000000.0,,,,,,,,,,,,,,,,,,,,,,,
SW.PA,Sodexo,income_statement,2024-08-31,5334000.0,0.254,1607000000.0,21000000.0,21000000.0,736000000.0,470000000.0,20953000000.0,1628000000.0,1158000000.0,-62000000.0,162000000.0,82000000.0,720334000.0,168000000.0,22773000000.0,,1051000000.0,148074012.0,146451943.0,1.13,1.15,168000000.0,168000000.0,0.0,,168000000.0,-11000000.0,179000000.0,-568000000.0,747000000.0,249000000.0,996000000.0,,21000000.0,1000000.0,,-22000000.0,-62000000.0,-18000000.0,162000000.0,82000000.0,1025000000.0,1820000000.0,41000000.0,35000000.0,0.0,,2845000000.0,20953000000.0,23798000000.0,23798000000.0,35000000.0,,1741000000.0,,,,,,,,,,,,,,,,,,,,,
SW.PA,Sodexo,income_statement,2023-08-31,-12792000.0,0.246,1418000000.0,-52000000.0,-52000000.0,560000000.0,458000000.0,19917000000.0,1366000000.0,908000000.0,-94000000.0,159000000.0,85000000.0,599208000.0,794000000.0,21747000000.0,,847000000.0,147697874.0,146127620.0,5.38,5.44,794000000.0,794000000.0,0.0,,794000000.0,-8000000.0,802000000.0,234000000.0,568000000.0,181000000.0,749000000.0,,-52000000.0,,,52000000.0,-94000000.0,20000000.0,159000000.0,85000000.0,890000000.0,1830000000.0,41000000.0,36000000.0,0.0,,2720000000.0,19917000000.0,22637000000.0,22637000000.0,36000000.0,,1753000000.0,,,,,,,,,,,,,,,,,,,,,
SW.PA,Sodexo,income_statement,2022-08-31,13824000.0,0.288,1244000000.0,49000000.0,48000000.0,514000000.0,457000000.0,17807000000.0,1293000000.0,836000000.0,-89000000.0,110000000.0,20000000.0,480824000.0,695000000.0,19506000000.0,,812000000.0,148065793.0,146295576.0,4.69,4.75,695000000.0,695000000.0,0.0,,695000000.0,-6000000.0,701000000.0,181000000.0,520000000.0,206000000.0,726000000.0,,48000000.0,-1000000.0,,-48000000.0,-89000000.0,-1000000.0,110000000.0,20000000.0,757000000.0,1699000000.0,13000000.0,36000000.0,0.0,,2456000000.0,17807000000.0,20263000000.0,20263000000.0,36000000.0,,1648000000.0,,1648000000.0,,,,,,,,,,,,,,,,,,,
FR.PA,Valeo,income_statement,2025-12-31,-47750000.0,0.25,3096000000.0,-191000000.0,-191000000.0,200000000.0,2088000000.0,16674000000.0,2905000000.0,817000000.0,-281000000.0,357000000.0,71000000.0,343250000.0,200000000.0,19926000000.0,,977000000.0,245608000.0,243668000.0,0.81,0.82,200000000.0,200000000.0,0.0,,200000000.0,-55000000.0,255000000.0,,255000000.0,205000000.0,460000000.0,,-168000000.0,21000000.0,-9000000.0,156000000.0,-281000000.0,-5000000.0,357000000.0,71000000.0,977000000.0,3252000000.0,,,,,4229000000.0,16674000000.0,20903000000.0,20903000000.0,,2273000000.0,979000000.0,275000000.0,704000000.0,,,,,,,,,,,,,,,,,,,
FR.PA,Valeo,income_statement,2024-12-31,-97020000.0,0.308,3031000000.0,-315000000.0,-315000000.0,162000000.0,1989000000.0,17411000000.0,2716000000.0,727000000.0,-286000000.0,394000000.0,112000000.0,379980000.0,162000000.0,20573000000.0,,919000000.0,244634000.0,242977000.0,0.66,0.67,162000000.0,162000000.0,0.0,,162000000.0,-72000000.0,234000000.0,,234000000.0,99000000.0,333000000.0,,-313000000.0,11000000.0,60000000.0,242000000.0,-286000000.0,4000000.0,394000000.0,112000000.0,919000000.0,3162000000.0,,,,,4081000000.0,17411000000.0,21492000000.0,21492000000.0,,2127000000.0,1035000000.0,296000000.0,739000000.0,,,,,,,,,,,,,,,,,,,
FR.PA,Valeo,income_statement,2023-12-31,-51040000.0,0.352,2804000000.0,-145000000.0,-145000000.0,221000000.0,1835000000.0,18093000000.0,2659000000.0,824000000.0,-270000000.0,370000000.0,97000000.0,314960000.0,221000000.0,21206000000.0,,838000000.0,244634000.0,242936000.0,0.9,0.91,221000000.0,221000000.0,0.0,,221000000.0,-79000000.0,300000000.0,,300000000.0,154000000.0,454000000.0,,-111000000.0,8000000.0,4000000.0,99000000.0,-270000000.0,-3000000.0,370000000.0,97000000.0,838000000.0,3113000000.0,,,,,3951000000.0,18093000000.0,22044000000.0,22044000000.0,,2029000000.0,1084000000.0,324000000.0,760000000.0,,,,,,,,,,,,,,,,,,,
FR.PA,Valeo,income_statement,2022-12-31,-28875000.0,0.375,2571000000.0,-77000000.0,-77000000.0,230000000.0,1782000000.0,16590000000.0,2494000000.0,712000000.0,-143000000.0,203000000.0,58000000.0,278125000.0,230000000.0,19402000000.0,,635000000.0,243502000.0,241072000.0,0.94,0.95,230000000.0,230000000.0,0.0,,230000000.0,-65000000.0,295000000.0,,295000000.0,214000000.0,509000000.0,,-106000000.0,25000000.0,43000000.0,38000000.0,-143000000.0,-2000000.0,203000000.0,58000000.0,635000000.0,2812000000.0,,,,,3447000000.0,16590000000.0,20037000000.0,20037000000.0,,1880000000.0,932000000.0,286000000.0,646000000.0,,,,,43000000.0,,,,,,,,,,,,,,
FR.PA,Valeo,income_statement,2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13000000.0,,,,,,,,,,,,,,
GET.PA,Getlink,income_statement,2025-12-31,-18000000.0,0.25,622000000.0,-72000000.0,-72000000.0,320000000.0,,1020000000.0,550000000.0,550000000.0,-250000000.0,234000000.0,57000000.0,374000000.0,320000000.0,1020000000.0,,609000000.0,541808902.0,541808902.0,0.590614,0.590614,320000000.0,320000000.0,0.0,,320000000.0,0.0,320000000.0,,320000000.0,-4000000.0,316000000.0,55000000.0,-21000000.0,21000000.0,,,-250000000.0,73000000.0,234000000.0,57000000.0,575000000.0,0.0,,,,,575000000.0,1020000000.0,1595000000.0,1595000000.0,,,,,,,,,,,,,,,,,,,,,,,,
GET.PA,Getlink,income_statement,2024-12-31,-13750000.0,0.25,601000000.0,-55000000.0,-55000000.0,317000000.0,,1010000000.0,546000000.0,546000000.0,-227000000.0,242000000.0,76000000.0,358250000.0,317000000.0,1012000000.0,,598000000.0,542417000.0,541267293.0,0.58,0.59,317000000.0,317000000.0,0.0,,317000000.0,0.0,317000000.0,,317000000.0,-13000000.0,304000000.0,,-4000000.0,4000000.0,,0.0,-227000000.0,61000000.0,242000000.0,76000000.0,602000000.0,2000000.0,3000000.0,,,,604000000.0,1010000000.0,1614000000.0,1614000000.0,,,,,,,,,,,,,,,,,,,,,,,,
GET.PA,Getlink,income_statement,2023-12-31,-13391304.347826,0.21256,686000000.0,-63000000.0,-63000000.0,326000000.0,,1094000000.0,623000000.0,623000000.0,-258000000.0,209000000.0,59000000.0,375608695.652174,326000000.0,1091000000.0,,725000000.0,541058399.0,541058399.0,0.602523,0.602523,326000000.0,326000000.0,0.0,,326000000.0,0.0,326000000.0,,326000000.0,88000000.0,414000000.0,,-13000000.0,9000000.0,,4000000.0,-258000000.0,108000000.0,209000000.0,59000000.0,738000000.0,-3000000.0,4000000.0,,,,735000000.0,1094000000.0,1829000000.0,1829000000.0,,,,,,,,,,,,,,,,,,,,,,,,
GET.PA,Getlink,income_statement,2022-12-31,-3595505.617978,0.05618,524000000.0,-64000000.0,-64000000.0,252000000.0,,947000000.0,460000000.0,460000000.0,-361000000.0,193000000.0,37000000.0,312404494.382022,252000000.0,919000000.0,,672000000.0,540908591.0,540188628.0,0.47,0.47,252000000.0,252000000.0,0.0,,252000000.0,0.0,252000000.0,0.0,252000000.0,15000000.0,267000000.0,,-15000000.0,7000000.0,,8000000.0,-361000000.0,205000000.0,193000000.0,37000000.0,687000000.0,-28000000.0,1000000.0,,,,659000000.0,947000000.0,1606000000.0,1606000000.0,,,,,,,,,,,,,,,,,,,,,,,,
GET.PA,Getlink,income_statement,2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-115000.0,,,,,,,,28818000.0,,,,,,,12918000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELIS.PA,Elis,income_statement,2025-12-31,3609600.0,0.256,1655000000.0,14100000.0,14100000.0,366600000.0,1020800000.0,3186600000.0,1669100000.0,648300000.0,-138900000.0,155400000.0,17500000.0,356109600.0,366600000.0,4181700000.0,,629900000.0,259077654.0,233954020.0,1.46,1.57,366600000.0,366600000.0,0.0,,366600000.0,0.0,366600000.0,0.0,366600000.0,126200000.0,492900000.0,,14900000.0,-24100000.0,1200000.0,8000000.0,-138900000.0,1000000.0,155400000.0,17500000.0,615100000.0,995100000.0,19000000.0,85700000.0,85700000.0,,1610200000.0,3186600000.0,4796800000.0,4796800000.0,85700000.0,,890400000.0,,890400000.0,,,,,,,,,,,,,,,,,,,
ELIS.PA,Elis,income_statement,2024-12-31,-3772719.467697,0.275381,1601700000.0,-13700000.0,-13700000.0,337700000.0,963400000.0,3069500000.0,1588000000.0,624600000.0,-132900000.0,158700000.0,25500000.0,347627280.532303,337700000.0,3961700000.0,,596300000.0,260931417.0,235896652.0,1.34,1.43,337700000.0,337700000.0,0.0,,337700000.0,0.0,337700000.0,0.0,337700000.0,128300000.0,465900000.0,,-15700000.0,2200000.0,9700000.0,3800000.0,-132900000.0,-300000.0,158700000.0,25500000.0,612000000.0,892200000.0,9200000.0,85000000.0,85000000.0,,1504200000.0,3069500000.0,4573700000.0,4573700000.0,85000000.0,,798000000.0,,798000000.0,,,,,,,,,,,,,,,,,,,
ELIS.PA,Elis,income_statement,2023-12-31,-18462358.946803,0.296346,1463400000.0,-62300000.0,-62300000.0,261900000.0,886000000.0,2893300000.0,1401100000.0,515100000.0,-124400000.0,142900000.0,18000000.0,305737641.053197,261900000.0,3750200000.0,,496800000.0,262642141.0,232300885.0,1.06,1.13,261900000.0,261900000.0,0.0,,261900000.0,0.0,261900000.0,0.0,261900000.0,110300000.0,372200000.0,,-62400000.0,4700000.0,2100000.0,55600000.0,-124400000.0,-500000.0,142900000.0,18000000.0,559200000.0,856900000.0,10800000.0,85700000.0,85700000.0,,1416100000.0,2893300000.0,4309400000.0,4309400000.0,85700000.0,,763600000.0,,763600000.0,,,,,,,,,,,,,,,,,,,
ELIS.PA,Elis,income_statement,2022-12-31,-18746298.264258,0.282324,1184500000.0,-7700000.0,-66400000.0,202600000.0,793600000.0,2651800000.0,1176800000.0,383200000.0,-91000000.0,100900000.0,9500000.0,308953701.735742,202600000.0,3387600000.0,,369000000.0,250766569.0,231333841.0,0.85,0.88,202600000.0,202600000.0,0.0,,202600000.0,0.0,202600000.0,0.0,202600000.0,79700000.0,282300000.0,,-64300000.0,3900000.0,-5700000.0,7400000.0,-91000000.0,-400000.0,100900000.0,9500000.0,433300000.0,735800000.0,-1700000.0,82900000.0,82900000.0,,1169100000.0,2651800000.0,3820900000.0,3820900000.0,80100000.0,,655100000.0,,655100000.0,,,,,,,,,,,,,,,,,,,
RXL.PA,Rexel,income_statement,2025-12-31,-19207200.0,0.302,1544200000.0,-36000000.0,-63600000.0,588900000.0,436800000.0,14541400000.0,1508200000.0,1071400000.0,-218900000.0,224000000.0,10400000.0,660892800.0,588900000.0,18288100000.0,151300000.0,1061600000.0,295523000.0,295118000.0,1.99,2.0,588900000.0,588900000.0,0.0,,588900000.0,-2500000.0,591400000.0,,591400000.0,256000000.0,847400000.0,,-64900000.0,-40500000.0,25900000.0,51900000.0,-218900000.0,5300000.0,224000000.0,10400000.0,1126500000.0,3746700000.0,169700000.0,434800000.0,389200000.0,151300000.0,4873200000.0,14541400000.0,19414600000.0,19414600000.0,45600000.0,,763500000.0,349800000.0,413700000.0,,,,,,,,,,,,,,,,,,,
RXL.PA,Rexel,income_statement,2024-12-31,-66750000.0,0.25,1499500000.0,-212200000.0,-267000000.0,339100000.0,433700000.0,14489300000.0,1287300000.0,853600000.0,-207400000.0,215400000.0,16000000.0,594150000.0,339100000.0,18172700000.0,153000000.0,845900000.0,295385588.0,295385588.0,1.154423,1.154423,339100000.0,339100000.0,0.0,,339100000.0,-1900000.0,341000000.0,,341000000.0,297200000.0,638200000.0,,-266300000.0,117300000.0,37000000.0,57200000.0,-207400000.0,8000000.0,215400000.0,16000000.0,1112300000.0,3683400000.0,149200000.0,412000000.0,376300000.0,153000000.0,4795700000.0,14489300000.0,19285000000.0,19285000000.0,35700000.0,,760200000.0,340600000.0,419600000.0,,,,,,,,,,,,,,,,,,,
RXL.PA,Rexel,income_statement,2023-12-31,-20801700.0,0.261,1651200000.0,-69400000.0,-79700000.0,774700000.0,371400000.0,14276900000.0,1581800000.0,1210400000.0,-168100000.0,161500000.0,21000000.0,843898300.0,774700000.0,17857500000.0,157300000.0,1216600000.0,301908000.0,300860000.0,2.57,2.57,774700000.0,774700000.0,0.0,,774700000.0,0.0,774700000.0,,774700000.0,274200000.0,1048900000.0,,-79400000.0,7600000.0,34500000.0,27000000.0,-168100000.0,27600000.0,161500000.0,21000000.0,1295900000.0,3580600000.0,800000.0,371400000.0,347100000.0,157300000.0,4876500000.0,14276900000.0,19153400000.0,19153400000.0,24300000.0,,910000000.0,327000000.0,583000000.0,,,,,,,,,,,,,,,,,,,
RXL.PA,Rexel,income_statement,2022-12-31,-10233600.0,0.246,1722800000.0,-41600000.0,-41600000.0,922300000.0,353400000.0,13833000000.0,1681200000.0,1327800000.0,-116100000.0,104300000.0,11900000.0,953666400.0,922300000.0,17318700000.0,140200000.0,1343000000.0,303671000.0,302943000.0,3.04,3.04,922300000.0,922300000.0,0.0,,922300000.0,0.0,922300000.0,,922300000.0,301200000.0,1223500000.0,100000.0,-39800000.0,-35400000.0,60400000.0,14800000.0,-116100000.0,23700000.0,104300000.0,11900000.0,1382900000.0,3485700000.0,5200000.0,349800000.0,335900000.0,140200000.0,4868600000.0,13833000000.0,18701600000.0,18701600000.0,13900000.0,,873600000.0,313700000.0,559900000.0,,,,,3400000.0,,,,,,,,,,,,,,
RXL.PA,Rexel,income_statement,2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7600000.0,,,,,,,,,,,,,,
SPIE.PA,SPIE,income_statement,2025-12-31,-64874740.0,0.3857,1021800000.0,-168200000.0,-168200000.0,176400000.0,459000000.0,1416000000.0,853600000.0,391500000.0,-101200000.0,100800000.0,8200000.0,279725260.0,176400000.0,9825500000.0,,599400000.0,169479369.0,168222214.0,1.04,1.05,176400000.0,176400000.0,0.0,,176400000.0,-2300000.0,178700000.0,0.0,178700000.0,111900000.0,290700000.0,,7100000.0,-7100000.0,,,-101200000.0,8600000.0,100800000.0,8200000.0,571500000.0,8409500000.0,4381500000.0,462100000.0,462100000.0,,8981000000.0,1416000000.0,10397000000.0,10397000000.0,,,,,,,,,,,,,,,,,,,,,,,,
SPIE.PA,SPIE,income_statement,2024-12-31,-7639024.390244,0.329268,899100000.0,-23200000.0,-23200000.0,273200000.0,362000000.0,1363800000.0,875900000.0,513900000.0,-94500000.0,103900000.0,12400000.0,288760975.609756,273200000.0,9390800000.0,,548900000.0,168552249.0,167378307.0,1.62,1.63,273200000.0,273200000.0,0.0,,273200000.0,-1800000.0,275000000.0,0.0,275000000.0,135000000.0,410000000.0,,1600000.0,-1600000.0,,0.0,-94500000.0,3000000.0,103900000.0,12400000.0,528900000.0,8027000000.0,4291100000.0,355500000.0,355500000.0,,8555900000.0,1363800000.0,9919700000.0,9919700000.0,,,,,,,,,,,,,,,,,,,,,,,,
SPIE.PA,SPIE,income_statement,2023-12-31,-3040956.0,0.333,754958000.0,-9132000.0,-9132000.0,238530000.0,295127000.0,1426174000.0,745826000.0,450699000.0,-78807000.0,92367000.0,18976000.0,244621044.0,238514000.0,8277349000.0,,460558000.0,165745168.0,164582789.0,1.44,1.45,238514000.0,238514000.0,0.0,,238514000.0,-820000.0,239334000.0,-16000.0,239350000.0,118982000.0,358332000.0,,-9035000.0,-3809000.0,,12844000.0,-78807000.0,5416000.0,92367000.0,18976000.0,448021000.0,6851175000.0,3647900000.0,283891000.0,283891000.0,,7299196000.0,1426174000.0,8725370000.0,8725370000.0,,,,,,,,,,,,,,,,,,,,,,,,
SPIE.PA,SPIE,income_statement,2022-12-31,-39631746.0,0.3597,691869000.0,-110180000.0,-110180000.0,151632000.0,261566000.0,1101222000.0,581689000.0,308957000.0,-72857000.0,68740000.0,763000.0,222180254.0,151539000.0,7704538000.0,,306973000.0,164081752.0,162920868.0,0.92,0.93,151539000.0,151539000.0,0.0,,151539000.0,-2347000.0,153886000.0,-93000.0,153979000.0,86238000.0,240217000.0,,-110354000.0,104189000.0,,6165000.0,-72857000.0,4880000.0,68740000.0,763000.0,409237000.0,6603316000.0,3591046000.0,272732000.0,272732000.0,,7012553000.0,1101222000.0,8113775000.0,8113775000.0,,,,,,,,,,,,,,,,,,,,,,,,
SPIE.PA,SPIE,income_statement,2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4651000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPN.PA,Ipsen,income_statement,2025-12-31,-75929700.0,0.231,1576800000.0,-328700000.0,-328700000.0,443500000.0,625200000.0,,1248100000.0,622900000.0,-75800000.0,44300000.0,,696270300.0,443500000.0,2984100000.0,,625900000.0,83376305.0,82653668.0,5.32,5.37,443500000.0,443500000.0,0.0,,443500000.0,-1000000.0,444500000.0,0.0,444500000.0,133600000.0,578600000.0,,-352300000.0,,,4900000.0,-75800000.0,31500000.0,44300000.0,,945100000.0,2233200000.0,68200000.0,264500000.0,0.0,,3178300000.0,750900000.0,3929200000.0,3929200000.0,264500000.0,754000000.0,1163400000.0,944400000.0,219000000.0,,,,,347400000.0,,,,,,,,,,,,,,
IPN.PA,Ipsen,income_statement,2024-12-31,-34417200.0,0.174,1377100000.0,-197800000.0,-197800000.0,355900000.0,705900000.0,704400000.0,1179300000.0,473400000.0,-63600000.0,41800000.0,,519282800.0,345900000.0,2886400000.0,,496700000.0,83349398.0,82751196.0,4.15,4.18,345900000.0,345900000.0,0.0,,345900000.0,-1400000.0,347300000.0,-10000000.0,357300000.0,74900000.0,431600000.0,,-205100000.0,-82000000.0,,6200000.0,-63600000.0,21800000.0,41800000.0,,688100000.0,2182000000.0,151300000.0,273400000.0,0.0,,2870100000.0,704400000.0,3574500000.0,3574500000.0,273400000.0,686600000.0,1087800000.0,871500000.0,216300000.0,,,,,280900000.0,,,,,,,,,,,,,,
IPN.PA,Ipsen,income_statement,2023-12-31,35209300.0,0.179,810000000.0,196700000.0,196700000.0,617100000.0,87900000.0,,1006700000.0,799200000.0,-48500000.0,37700000.0,,455609300.0,644400000.0,2695100000.0,,816000000.0,83375212.0,82722765.0,7.73,7.79,644400000.0,644400000.0,0.0,,644400000.0,-2800000.0,647200000.0,27300000.0,619900000.0,136200000.0,761500000.0,,184800000.0,,-253400000.0,68600000.0,-48500000.0,10800000.0,37700000.0,,611300000.0,2123900000.0,204900000.0,207500000.0,0.0,,2735200000.0,571200000.0,3306400000.0,3306400000.0,207500000.0,619300000.0,1134900000.0,917100000.0,217800000.0,,,,,-253400000.0,,,,,,,,,,,,,,
IPN.PA,Ipsen,income_statement,2022-12-31,-22037400.0,0.159,1211700000.0,-138600000.0,-138600000.0,593200000.0,336500000.0,,1073100000.0,736600000.0,-41100000.0,30500000.0,500000.0,709762600.0,648600000.0,2285200000.0,,729900000.0,83097845.0,82413804.0,7.81,7.87,648600000.0,648600000.0,0.0,,648600000.0,1100000.0,647500000.0,55400000.0,592100000.0,112300000.0,706100000.0,,-141200000.0,,114300000.0,26900000.0,-41100000.0,11100000.0,30500000.0,500000.0,871300000.0,1757500000.0,305100000.0,,,,2628800000.0,527700000.0,3156500000.0,3156500000.0,,445300000.0,1039200000.0,833400000.0,205800000.0,,,,,,,,,,,,,,,,,,,
IPN.PA,Ipsen,income_statement,2021-12-31,,,,,,,,438600000.0,,,,,100000.0,,,,,,,,,,,,,,,,,,,,,,,,9100000.0,,,,,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
